payroll_id,business_id,payroll_date,employee_count,salary_amount,department,overtime_cost,bonus_amount
890,50,2024-09-01,497,17187336.99,sales,0.0,0.0
891,25,2024-04-01,84,2802262.55,support,0.0,0.0
892,25,2025-11-01,84,2118448.18,warehouse,313669.67,340238.39
893,50,2025-02-01,497,12489196.61,finance,0.0,0.0
894,21,2025-05-01,88,2028478.3,finance,0.0,0.0
895,23,2025-11-01,191,6530735.61,finance,0.0,1272819.93
896,38,2026-01-01,149,4705264.01,finance,0.0,0.0
897,19,2025-01-01,97,2266676.89,sales,0.0,0.0
898,6,2026-01-01,486,10938418.52,manufacturing,1310540.69,0.0
899,1,2026-03-01,398,8687309.67,HR,0.0,0.0
900,37,2025-11-01,118,2795188.74,sales,0.0,662416.08
901,18,2025-10-01,271,5844673.4,manufacturing,823561.78,1046726.4
902,12,2025-09-01,260,6738596.21,operations,951463.69,0.0
903,43,2025-07-01,275,8696675.18,manufacturing,644640.81,0.0
904,5,2025-11-01,304,6454675.5,operations,693638.28,770530.35
905,1,2024-07-01,398,9774418.67,HR,0.0,0.0
906,43,2024-06-01,275,5543166.08,operations,702865.62,0.0
907,20,2025-08-01,310,8766484.92,finance,0.0,0.0
908,21,2024-11-01,88,2171070.57,support,0.0,289143.15
909,22,2025-10-01,108,3630622.79,operations,512871.29,716412.43
910,25,2025-06-01,84,2232375.1,sales,0.0,0.0
911,48,2024-10-01,231,4746971.36,operations,589762.58,869197.65
912,23,2025-11-01,191,6526628.4,HR,0.0,993848.89
913,24,2025-07-01,205,6918166.32,manufacturing,729907.75,0.0
914,13,2026-02-01,415,8896613.74,manufacturing,549661.8,0.0
915,33,2025-11-01,171,5714459.09,operations,770218.22,711677.65
916,44,2025-01-01,433,15145117.39,sales,0.0,0.0
917,29,2026-01-01,172,3854468.76,sales,0.0,0.0
918,14,2025-10-01,152,4742153.82,HR,0.0,807351.61
919,1,2024-12-01,398,10745339.44,warehouse,777580.8,0.0
920,29,2025-09-01,172,5941584.54,warehouse,752621.99,0.0
921,32,2025-06-01,463,14403396.88,support,0.0,0.0
922,31,2024-12-01,31,1042473.52,manufacturing,96371.58,0.0
923,15,2024-08-01,487,16747092.54,manufacturing,1865391.51,0.0
924,1,2025-08-01,398,9186059.92,finance,0.0,0.0
925,48,2024-08-01,231,6913462.22,warehouse,998933.27,0.0
926,21,2024-05-01,88,1960543.41,sales,0.0,0.0
927,6,2025-06-01,486,12449731.78,operations,753723.53,0.0
928,46,2025-04-01,327,9103338.23,warehouse,573044.03,0.0
929,33,2025-05-01,171,4084194.46,support,0.0,0.0
930,38,2024-05-01,149,4382565.12,support,0.0,0.0
931,31,2025-05-01,31,625821.23,finance,0.0,0.0
932,44,2025-09-01,433,9367394.27,operations,946119.52,0.0
933,25,2025-04-01,84,2285207.71,warehouse,285454.68,0.0
934,40,2025-11-01,105,2902509.72,sales,0.0,438446.36
935,5,2025-08-01,304,9120880.08,operations,514064.39,0.0
936,37,2024-12-01,118,3865078.65,warehouse,539878.67,0.0
937,40,2025-12-01,105,2260997.67,sales,0.0,0.0
938,50,2024-12-01,497,14667292.44,sales,0.0,0.0
939,36,2025-02-01,275,6428138.93,warehouse,839505.16,0.0
940,28,2025-10-01,247,7570687.48,finance,0.0,1007011.22
941,5,2025-10-01,304,7029265.9,manufacturing,999693.0,1333088.16
942,25,2025-04-01,84,1820810.98,sales,0.0,0.0
943,14,2025-09-01,152,4711107.59,manufacturing,611792.85,0.0
944,35,2025-03-01,307,10051628.89,sales,0.0,0.0
945,30,2024-07-01,418,9212752.13,support,0.0,0.0
946,5,2025-05-01,304,10216378.04,manufacturing,1158502.79,0.0
947,19,2025-06-01,97,3237088.39,operations,166849.35,0.0
948,15,2025-04-01,487,16329033.0,support,0.0,0.0
949,41,2025-12-01,129,3466866.25,support,0.0,0.0
950,37,2025-02-01,118,3859014.36,operations,203064.84,0.0
951,18,2024-11-01,271,6081827.52,manufacturing,473448.88,1119624.23
952,22,2024-12-01,108,2220103.07,finance,0.0,0.0
953,4,2024-08-01,159,3231766.79,sales,0.0,0.0
954,50,2024-10-01,497,12609873.96,manufacturing,967546.26,1558530.48
955,2,2024-06-01,254,6982213.13,finance,0.0,0.0
956,32,2025-05-01,463,9982481.2,sales,0.0,0.0
957,48,2024-10-01,231,6732873.21,warehouse,514869.29,690744.37
958,16,2025-04-01,405,10274276.74,finance,0.0,0.0
959,37,2024-07-01,118,3366522.42,sales,0.0,0.0
960,28,2024-07-01,247,8287703.37,manufacturing,1145040.07,0.0
961,11,2025-05-01,169,5426213.62,support,0.0,0.0
962,18,2025-03-01,271,6278197.05,sales,0.0,0.0
963,38,2024-10-01,149,4903223.34,manufacturing,509281.48,902910.07
964,1,2024-05-01,398,9275329.99,warehouse,1359857.97,0.0
965,32,2024-12-01,463,13146979.23,manufacturing,1228064.7,0.0
966,35,2025-09-01,307,10661540.58,sales,0.0,0.0
967,12,2025-12-01,260,6074125.84,manufacturing,370547.68,0.0
968,32,2025-06-01,463,11073173.99,operations,863690.51,0.0
969,4,2025-08-01,159,4240206.32,finance,0.0,0.0
970,4,2024-07-01,159,3848812.53,warehouse,301243.53,0.0
971,1,2025-10-01,398,13787090.68,manufacturing,899900.7,1955184.5
972,13,2025-09-01,415,12589241.9,manufacturing,1573072.75,0.0
973,9,2025-09-01,201,5906585.96,support,0.0,0.0
974,44,2024-11-01,433,11713528.31,sales,0.0,2234701.31
975,1,2026-03-01,398,12696322.7,HR,0.0,0.0
976,15,2026-01-01,487,9883456.75,warehouse,976174.02,0.0
977,33,2025-03-01,171,5742682.04,warehouse,679454.37,0.0
978,44,2024-08-01,433,12850964.95,warehouse,849739.43,0.0
979,9,2024-08-01,201,5491373.77,support,0.0,0.0
980,30,2024-06-01,418,13113118.79,support,0.0,0.0
981,20,2026-04-01,310,7357921.11,manufacturing,913506.34,0.0
982,19,2025-11-01,97,2001696.01,support,0.0,386485.53
983,22,2026-02-01,108,2903362.27,sales,0.0,0.0
984,48,2025-07-01,231,5502789.51,finance,0.0,0.0
985,48,2025-05-01,231,6802549.66,operations,561654.82,0.0
986,27,2025-07-01,344,9298837.12,sales,0.0,0.0
987,38,2025-12-01,149,4521576.93,warehouse,425032.49,0.0
988,45,2025-06-01,322,6459177.72,finance,0.0,0.0
989,5,2024-06-01,304,9598328.53,HR,0.0,0.0
990,15,2025-08-01,487,14723313.13,operations,1100744.5,0.0
991,30,2025-10-01,418,9597387.65,warehouse,503863.95,1072703.1
992,5,2025-09-01,304,8407209.86,support,0.0,0.0
993,9,2024-11-01,201,6556246.62,operations,966467.01,1463453.84
994,43,2025-05-01,275,5736480.67,HR,0.0,0.0
995,29,2024-05-01,172,4629408.37,finance,0.0,0.0
996,12,2024-12-01,260,9024543.8,finance,0.0,0.0
997,49,2024-05-01,262,5724812.01,operations,797869.49,0.0
998,8,2026-03-01,372,12942753.08,operations,1289514.69,0.0
999,35,2025-12-01,307,6870776.89,manufacturing,1026383.89,0.0
1000,27,2025-10-01,344,8444761.37,sales,0.0,1057791.17
1001,36,2025-11-01,275,8495992.52,sales,0.0,1220434.12
1002,28,2025-10-01,247,7166379.92,warehouse,974244.8,1437176.03
1003,26,2024-11-01,465,10988486.08,HR,0.0,1525682.73
1004,5,2025-11-01,304,7033910.18,manufacturing,1005457.52,1168084.44
1005,17,2024-07-01,144,4847846.11,support,0.0,0.0
1006,41,2026-01-01,129,4234937.25,manufacturing,559124.46,0.0
1007,1,2025-01-01,398,11120082.41,support,0.0,0.0
1008,19,2025-02-01,97,3340062.95,operations,321848.2,0.0
1009,45,2024-09-01,322,10888369.22,finance,0.0,0.0
1010,7,2025-06-01,425,11110188.73,warehouse,643445.38,0.0
1011,31,2025-05-01,31,848921.95,finance,0.0,0.0
1012,18,2025-04-01,271,8830138.57,manufacturing,658847.89,0.0
1013,34,2026-02-01,411,10361808.67,support,0.0,0.0
1014,15,2025-02-01,487,15250454.35,warehouse,2048053.05,0.0
1015,5,2026-01-01,304,10304267.93,support,0.0,0.0
1016,3,2024-11-01,252,7888642.55,support,0.0,1817517.88
1017,45,2025-05-01,322,9404534.97,HR,0.0,0.0
1018,28,2026-02-01,247,5708827.97,manufacturing,558908.83,0.0
1019,27,2024-07-01,344,7171803.33,operations,634041.19,0.0
1020,37,2024-07-01,118,3823209.85,support,0.0,0.0
1021,47,2025-10-01,400,8300124.14,sales,0.0,1144844.1
1022,41,2025-01-01,129,4157884.01,operations,619324.49,0.0
1023,33,2024-08-01,171,5197854.38,warehouse,586922.7,0.0
1024,37,2024-12-01,118,3516656.74,HR,0.0,0.0
1025,29,2024-05-01,172,5611146.6,sales,0.0,0.0
1026,42,2025-08-01,215,7003075.06,manufacturing,700950.29,0.0
1027,50,2026-03-01,497,14525528.0,support,0.0,0.0
1028,14,2025-08-01,152,3242640.48,finance,0.0,0.0
1029,42,2024-09-01,215,5902954.41,sales,0.0,0.0
1030,45,2025-05-01,322,6934890.42,operations,567413.92,0.0
1031,45,2026-02-01,322,9952587.0,support,0.0,0.0
1032,12,2025-03-01,260,6550402.0,support,0.0,0.0
1033,38,2026-02-01,149,3405247.65,warehouse,387410.99,0.0
1034,42,2026-03-01,215,4653056.28,warehouse,321157.59,0.0
1035,43,2025-08-01,275,8740520.16,finance,0.0,0.0
1036,7,2024-10-01,425,12490899.07,sales,0.0,2787740.62
1037,6,2025-01-01,486,11629424.28,HR,0.0,0.0
1038,2,2025-02-01,254,8680627.32,support,0.0,0.0
1039,49,2024-12-01,262,8957880.34,warehouse,1091743.1,0.0
1040,16,2025-09-01,405,13078206.96,HR,0.0,0.0
1041,38,2024-11-01,149,3971224.29,warehouse,314093.39,503219.46
1042,37,2026-04-01,118,3780898.09,warehouse,439352.71,0.0
1043,28,2025-08-01,247,6826670.44,finance,0.0,0.0
1044,33,2026-01-01,171,3939018.39,sales,0.0,0.0
1045,47,2025-09-01,400,11800914.94,HR,0.0,0.0
1046,24,2024-11-01,205,5273393.18,finance,0.0,1317547.41
1047,33,2026-01-01,171,4286925.34,sales,0.0,0.0
1048,32,2024-10-01,463,9637211.22,warehouse,579842.42,1447229.24
1049,10,2025-08-01,350,9629163.89,manufacturing,1024355.42,0.0
1050,20,2025-04-01,310,8766994.85,manufacturing,948500.21,0.0
1051,30,2024-11-01,418,12823933.33,finance,0.0,1328013.13
1052,28,2024-08-01,247,7527994.33,finance,0.0,0.0
1053,19,2025-03-01,97,2867578.35,HR,0.0,0.0
1054,31,2024-11-01,31,851504.66,HR,0.0,186070.14
1055,38,2025-08-01,149,4638398.08,support,0.0,0.0
1056,19,2025-07-01,97,1948206.4,sales,0.0,0.0
1057,30,2025-02-01,418,14069111.74,finance,0.0,0.0
1058,8,2025-10-01,372,8454140.39,support,0.0,2019441.69
1059,41,2024-07-01,129,3669539.13,HR,0.0,0.0
1060,33,2026-03-01,171,4446859.49,sales,0.0,0.0
1061,45,2026-01-01,322,10148022.04,sales,0.0,0.0
1062,35,2025-02-01,307,9273410.0,HR,0.0,0.0
1063,17,2026-03-01,144,3739191.7,sales,0.0,0.0
1064,39,2025-11-01,385,8352989.75,warehouse,778141.87,1724186.9
1065,35,2026-01-01,307,8208765.49,warehouse,1155298.49,0.0
1066,30,2025-03-01,418,13857754.93,sales,0.0,0.0
1067,37,2025-02-01,118,2917759.93,operations,323366.36,0.0
1068,5,2026-03-01,304,6487427.86,operations,393201.76,0.0
1069,44,2025-03-01,433,12276610.62,sales,0.0,0.0
1070,41,2024-04-01,129,3272905.98,finance,0.0,0.0
1071,14,2025-07-01,152,3430890.2,finance,0.0,0.0
1072,6,2025-12-01,486,15536959.28,manufacturing,1357498.81,0.0
1073,2,2024-04-01,254,8571809.44,support,0.0,0.0
1074,20,2025-03-01,310,6974161.87,sales,0.0,0.0
1075,6,2024-05-01,486,12628347.98,operations,773984.35,0.0
1076,50,2024-11-01,497,14294918.49,support,0.0,2272484.81
1077,5,2024-08-01,304,8103036.2,sales,0.0,0.0
1078,9,2025-05-01,201,5372828.78,operations,765512.5,0.0
1079,5,2025-08-01,304,8164602.8,warehouse,490122.04,0.0
1080,40,2025-09-01,105,3596633.36,finance,0.0,0.0
1081,37,2025-07-01,118,3624955.75,HR,0.0,0.0
1082,24,2025-07-01,205,7089257.03,warehouse,445848.7,0.0
1083,18,2025-07-01,271,9050611.69,support,0.0,0.0
1084,24,2024-09-01,205,6095947.44,sales,0.0,0.0
1085,10,2026-01-01,350,11749775.93,warehouse,669933.13,0.0
1086,1,2025-07-01,398,8963943.83,manufacturing,508915.21,0.0
1087,4,2024-05-01,159,3723878.02,manufacturing,246564.59,0.0
1088,38,2025-01-01,149,3985569.9,operations,558665.96,0.0
1089,33,2024-09-01,171,5101762.49,sales,0.0,0.0
1090,50,2025-04-01,497,10331181.12,manufacturing,1416432.47,0.0
1091,30,2026-01-01,418,12329742.09,warehouse,710226.79,0.0
1092,44,2025-06-01,433,11100611.27,HR,0.0,0.0
1093,41,2025-04-01,129,4187037.88,operations,414826.73,0.0
1094,34,2024-05-01,411,10482615.31,manufacturing,1130989.5,0.0
1095,48,2024-05-01,231,4840289.2,HR,0.0,0.0
1096,17,2025-02-01,144,3921764.86,sales,0.0,0.0
1097,16,2026-03-01,405,9007901.96,manufacturing,970235.73,0.0
1098,31,2025-06-01,31,682016.18,manufacturing,89907.25,0.0
1099,10,2025-06-01,350,7717301.24,manufacturing,671440.94,0.0
1100,19,2024-11-01,97,2812448.2,operations,375807.44,511956.19
1101,46,2024-11-01,327,7563664.25,sales,0.0,925999.99
1102,35,2026-02-01,307,9951142.38,support,0.0,0.0
1103,45,2024-12-01,322,8066192.45,HR,0.0,0.0
1104,44,2025-08-01,433,14227431.62,finance,0.0,0.0
1105,8,2025-09-01,372,12877083.3,warehouse,897484.67,0.0
1106,21,2026-01-01,88,2535079.35,sales,0.0,0.0
1107,9,2024-12-01,201,5289192.2,operations,694166.62,0.0
1108,14,2025-09-01,152,3436797.12,warehouse,494780.59,0.0
1109,13,2025-09-01,415,12001694.51,HR,0.0,0.0
1110,28,2024-10-01,247,5224356.95,HR,0.0,533672.36
1111,6,2024-06-01,486,15358212.69,HR,0.0,0.0
1112,34,2026-01-01,411,11194139.96,HR,0.0,0.0
1113,32,2025-01-01,463,11989785.69,operations,1646989.54,0.0
1114,27,2025-06-01,344,11662352.61,finance,0.0,0.0
1115,1,2025-07-01,398,12045013.16,manufacturing,1371945.19,0.0
1116,19,2025-08-01,97,2435353.49,support,0.0,0.0
1117,21,2024-07-01,88,1900427.95,HR,0.0,0.0
1118,35,2024-08-01,307,10290374.98,manufacturing,640727.62,0.0
1119,6,2025-07-01,486,13921140.84,manufacturing,859849.01,0.0
1120,44,2025-08-01,433,8850287.95,HR,0.0,0.0
1121,45,2024-11-01,322,8257584.24,support,0.0,998290.63
1122,33,2025-06-01,171,4327063.46,finance,0.0,0.0
1123,16,2025-01-01,405,13375542.91,sales,0.0,0.0
1124,31,2025-02-01,31,760047.37,manufacturing,53315.25,0.0
1125,4,2025-07-01,159,4055352.11,support,0.0,0.0
1126,28,2025-11-01,247,7669064.68,warehouse,615168.84,1713430.68
1127,36,2024-10-01,275,8302911.29,HR,0.0,1075579.95
1128,5,2024-06-01,304,8980515.85,warehouse,866937.06,0.0
1129,46,2024-12-01,327,8847287.17,finance,0.0,0.0
1130,45,2026-03-01,322,7325984.59,warehouse,923004.46,0.0
1131,8,2026-04-01,372,8937555.53,finance,0.0,0.0
1132,20,2025-08-01,310,10763830.13,support,0.0,0.0
1133,23,2025-05-01,191,6604921.05,support,0.0,0.0
1134,40,2025-07-01,105,2228930.51,warehouse,326838.08,0.0
1135,12,2025-09-01,260,8509178.09,operations,1010983.11,0.0
1136,32,2024-12-01,463,15987906.2,operations,877025.05,0.0
1137,12,2024-07-01,260,5403334.78,finance,0.0,0.0
1138,39,2025-11-01,385,7725614.56,support,0.0,1369145.87
1139,47,2025-01-01,400,12095728.34,finance,0.0,0.0
1140,45,2026-01-01,322,6782355.74,manufacturing,1003167.08,0.0
1141,31,2024-08-01,31,1043571.06,sales,0.0,0.0
1142,49,2025-07-01,262,8159312.77,sales,0.0,0.0
1143,28,2026-03-01,247,7897635.7,warehouse,573145.75,0.0
1144,13,2024-10-01,415,8744188.75,HR,0.0,1814953.5
1145,44,2024-05-01,433,10600507.05,operations,1308095.95,0.0
1146,25,2024-11-01,84,2311492.01,support,0.0,501196.83
1147,45,2025-04-01,322,8153710.76,sales,0.0,0.0
1148,42,2025-12-01,215,6265389.84,sales,0.0,0.0
1149,9,2025-10-01,201,5640486.67,finance,0.0,1353397.42
1150,29,2024-08-01,172,5803793.49,support,0.0,0.0
1151,48,2025-05-01,231,6245018.62,warehouse,769870.67,0.0
1152,6,2024-11-01,486,11124737.79,HR,0.0,1237713.5
1153,3,2025-06-01,252,7599492.77,sales,0.0,0.0
1154,26,2026-02-01,465,11951344.52,manufacturing,717251.56,0.0
1155,50,2025-03-01,497,13389017.34,operations,745244.99,0.0
1156,24,2026-01-01,205,5678154.73,finance,0.0,0.0
1157,31,2024-04-01,31,1007748.17,finance,0.0,0.0
1158,44,2024-12-01,433,12232060.18,operations,707711.02,0.0
1159,36,2024-08-01,275,7972035.88,sales,0.0,0.0
1160,40,2026-03-01,105,2748228.23,manufacturing,173553.2,0.0
1161,31,2025-11-01,31,947901.01,HR,0.0,196508.27
1162,25,2026-04-01,84,2355202.07,manufacturing,301608.24,0.0
1163,35,2025-11-01,307,8719115.24,support,0.0,1959277.37
1164,34,2026-01-01,411,13566740.15,operations,1341243.05,0.0
1165,44,2025-05-01,433,13247789.45,operations,1142822.11,0.0
1166,8,2024-12-01,372,9389101.81,support,0.0,0.0
1167,28,2025-10-01,247,8284125.5,operations,914859.45,904310.26
1168,8,2025-04-01,372,11651799.2,operations,654514.19,0.0
1169,40,2024-07-01,105,3587118.18,operations,506210.78,0.0
1170,42,2025-04-01,215,6982119.9,sales,0.0,0.0
1171,21,2025-05-01,88,2584870.61,support,0.0,0.0
1172,38,2024-09-01,149,4739160.9,support,0.0,0.0
1173,3,2025-05-01,252,5874073.77,operations,450393.49,0.0
1174,39,2025-05-01,385,10230149.19,warehouse,1185232.31,0.0
1175,48,2024-05-01,231,7002922.38,manufacturing,477625.25,0.0
1176,14,2025-08-01,152,4541855.34,sales,0.0,0.0
1177,45,2024-07-01,322,10188387.41,operations,1248367.54,0.0
1178,35,2024-05-01,307,10416087.86,sales,0.0,0.0
1179,14,2025-03-01,152,3075019.89,support,0.0,0.0
1180,41,2024-06-01,129,3573448.85,operations,220025.04,0.0
1181,15,2024-12-01,487,10627868.91,sales,0.0,0.0
1182,25,2025-01-01,84,2588133.17,sales,0.0,0.0
1183,29,2025-05-01,172,3764506.11,sales,0.0,0.0
1184,4,2024-12-01,159,4379236.5,operations,253857.87,0.0
1185,11,2024-12-01,169,5415478.45,warehouse,331276.19,0.0
1186,45,2025-01-01,322,6537295.95,manufacturing,391051.86,0.0
1187,22,2024-04-01,108,3778552.32,sales,0.0,0.0
1188,4,2026-03-01,159,4016237.07,operations,474643.24,0.0
1189,19,2025-10-01,97,3383041.9,warehouse,357277.43,487275.48
1190,6,2025-03-01,486,10370869.45,finance,0.0,0.0
1191,24,2025-04-01,205,6146712.59,sales,0.0,0.0
1192,49,2025-10-01,262,7022939.23,HR,0.0,1587040.38
1193,12,2025-05-01,260,7510055.54,HR,0.0,0.0
1194,19,2025-04-01,97,2977474.39,sales,0.0,0.0
1195,44,2024-08-01,433,10946774.85,finance,0.0,0.0
1196,14,2024-04-01,152,4856967.81,manufacturing,431814.33,0.0
1197,13,2024-07-01,415,9839352.8,manufacturing,1135764.08,0.0
1198,28,2026-03-01,247,7397374.4,finance,0.0,0.0
1199,25,2026-03-01,84,2072920.86,support,0.0,0.0
1200,45,2026-01-01,322,10156177.94,support,0.0,0.0
1201,40,2025-11-01,105,2444851.49,support,0.0,491541.14
1202,19,2025-04-01,97,3161541.93,HR,0.0,0.0
1203,36,2024-08-01,275,9055164.45,sales,0.0,0.0
1204,18,2025-08-01,271,6067048.48,operations,612219.0,0.0
1205,30,2025-11-01,418,13342508.78,HR,0.0,2039985.97
1206,12,2025-07-01,260,6033598.53,warehouse,364131.03,0.0
1207,9,2026-02-01,201,6021104.77,operations,476925.03,0.0
1208,37,2024-07-01,118,3076826.55,HR,0.0,0.0
1209,43,2025-04-01,275,6143440.95,support,0.0,0.0
1210,49,2025-09-01,262,5961700.95,finance,0.0,0.0
1211,20,2024-09-01,310,9396141.78,HR,0.0,0.0
1212,11,2026-04-01,169,4238027.85,operations,431594.32,0.0
1213,2,2024-12-01,254,8808230.14,support,0.0,0.0
1214,36,2026-02-01,275,9404249.59,operations,885022.15,0.0
1215,22,2024-10-01,108,3641842.42,finance,0.0,673939.09
1216,39,2025-07-01,385,10130517.38,sales,0.0,0.0
1217,6,2025-10-01,486,13612712.56,HR,0.0,2096488.35
1218,6,2025-09-01,486,14547754.23,HR,0.0,0.0
1219,40,2026-03-01,105,2614146.73,support,0.0,0.0
1220,45,2024-11-01,322,9563347.68,support,0.0,1932707.74
1221,13,2025-02-01,415,13439581.0,warehouse,1502259.31,0.0
1222,3,2025-04-01,252,6961396.49,finance,0.0,0.0
1223,26,2025-12-01,465,14433796.74,finance,0.0,0.0
1224,2,2025-11-01,254,6264221.74,warehouse,420289.09,1493465.9
1225,46,2024-08-01,327,8486121.62,HR,0.0,0.0
1226,30,2024-04-01,418,14149306.47,support,0.0,0.0
1227,1,2025-10-01,398,8739152.36,support,0.0,1460713.48
1228,44,2024-06-01,433,11118558.63,finance,0.0,0.0
1229,29,2025-09-01,172,5666099.93,support,0.0,0.0
1230,36,2025-11-01,275,6927309.63,warehouse,482041.95,1014144.2
1231,43,2024-08-01,275,7479422.75,sales,0.0,0.0
1232,22,2024-06-01,108,2901628.46,support,0.0,0.0
1233,39,2025-11-01,385,10760444.72,HR,0.0,2612104.57
1234,8,2025-10-01,372,8612988.61,sales,0.0,1886762.83
1235,48,2025-04-01,231,7408398.54,support,0.0,0.0
1236,25,2026-04-01,84,2517598.92,support,0.0,0.0
1237,13,2025-09-01,415,10495532.77,sales,0.0,0.0
1238,1,2025-11-01,398,13206173.78,manufacturing,1513275.18,2320081.74
1239,12,2024-06-01,260,5849724.24,sales,0.0,0.0
1240,32,2026-01-01,463,10282935.02,HR,0.0,0.0
1241,27,2024-10-01,344,10386026.66,warehouse,983192.69,1875349.36
1242,6,2025-08-01,486,14943401.01,warehouse,1449163.07,0.0
1243,1,2025-04-01,398,10568683.11,sales,0.0,0.0
1244,19,2025-04-01,97,2859257.79,finance,0.0,0.0
1245,48,2024-09-01,231,5251404.35,HR,0.0,0.0
1246,44,2025-10-01,433,9057886.07,operations,1001832.02,2250627.02
1247,6,2025-04-01,486,14282032.47,HR,0.0,0.0
1248,15,2025-09-01,487,15594927.8,operations,1199294.41,0.0
1249,41,2025-02-01,129,4359790.58,support,0.0,0.0
1250,3,2025-12-01,252,7015282.32,sales,0.0,0.0
1251,10,2024-11-01,350,7113064.85,sales,0.0,917224.04
1252,13,2025-05-01,415,8308659.67,HR,0.0,0.0
1253,16,2024-09-01,405,12155447.91,warehouse,1249216.21,0.0
1254,26,2024-11-01,465,9613293.06,operations,1025687.54,1268325.04
1255,42,2026-04-01,215,7067424.72,HR,0.0,0.0
1256,47,2026-01-01,400,8884534.69,HR,0.0,0.0
1257,6,2024-06-01,486,10499944.16,operations,807632.66,0.0
1258,50,2025-07-01,497,12068493.43,operations,1415812.76,0.0
1259,12,2024-07-01,260,5298914.51,manufacturing,375234.03,0.0
1260,9,2025-06-01,201,5587169.49,sales,0.0,0.0
1261,3,2025-01-01,252,6704065.3,manufacturing,655353.65,0.0
1262,44,2026-01-01,433,12814993.12,sales,0.0,0.0
1263,11,2024-08-01,169,3730431.98,finance,0.0,0.0
1264,12,2026-04-01,260,5215639.98,sales,0.0,0.0
1265,31,2025-08-01,31,1039906.79,manufacturing,94749.33,0.0
1266,31,2024-05-01,31,965277.02,operations,76811.45,0.0
1267,45,2024-08-01,322,10180934.01,sales,0.0,0.0
1268,28,2024-08-01,247,5149637.18,manufacturing,431570.96,0.0
1269,8,2025-07-01,372,10413340.0,sales,0.0,0.0
1270,28,2025-10-01,247,4987359.14,HR,0.0,692516.8
1271,11,2025-03-01,169,5631339.99,manufacturing,680569.61,0.0
1272,20,2026-01-01,310,6949208.76,finance,0.0,0.0
1273,1,2024-07-01,398,12460060.07,manufacturing,1510455.28,0.0
1274,22,2025-06-01,108,2765704.68,operations,187474.52,0.0
1275,27,2025-01-01,344,8030474.9,finance,0.0,0.0
1276,12,2025-06-01,260,7837821.51,manufacturing,548610.31,0.0
1277,34,2026-03-01,411,10776208.34,HR,0.0,0.0
1278,26,2024-11-01,465,9334932.97,warehouse,1349780.15,1000839.21
1279,50,2025-05-01,497,13543050.93,support,0.0,0.0
1280,1,2025-03-01,398,13380546.79,manufacturing,1813142.21,0.0
1281,38,2024-04-01,149,4441464.39,sales,0.0,0.0
1282,9,2025-03-01,201,6335890.06,manufacturing,855745.4,0.0
1283,44,2025-04-01,433,9356927.37,support,0.0,0.0
1284,35,2024-05-01,307,9088093.91,manufacturing,869243.31,0.0
1285,22,2025-01-01,108,2274436.19,warehouse,141769.12,0.0
1286,1,2025-09-01,398,12682938.12,HR,0.0,0.0
1287,14,2026-03-01,152,5047170.65,HR,0.0,0.0
1288,19,2025-12-01,97,2666863.36,support,0.0,0.0
1289,9,2025-02-01,201,4774322.87,manufacturing,558474.51,0.0
1290,35,2026-03-01,307,10744630.96,operations,1063684.59,0.0
1291,34,2026-01-01,411,13455015.31,operations,1416095.19,0.0
1292,25,2024-06-01,84,2642092.84,warehouse,250754.12,0.0
1293,26,2025-08-01,465,10085392.13,sales,0.0,0.0
1294,43,2024-06-01,275,7074397.14,operations,806961.64,0.0
1295,31,2025-05-01,31,664427.25,sales,0.0,0.0
1296,7,2025-10-01,425,14874893.48,HR,0.0,1710618.1
1297,46,2025-11-01,327,7138823.19,finance,0.0,827245.28
1298,7,2024-07-01,425,10938571.54,warehouse,1005543.96,0.0
1299,43,2025-03-01,275,5971059.62,sales,0.0,0.0
1300,32,2026-02-01,463,14641158.2,HR,0.0,0.0
1301,46,2024-07-01,327,11395264.17,finance,0.0,0.0
1302,16,2026-01-01,405,10601790.01,finance,0.0,0.0
1303,42,2025-06-01,215,4729744.73,manufacturing,630517.56,0.0
1304,50,2025-09-01,497,17072812.86,operations,1412504.67,0.0
1305,35,2024-07-01,307,10476514.91,HR,0.0,0.0
1306,21,2024-06-01,88,2570333.48,finance,0.0,0.0
1307,40,2024-06-01,105,2418141.34,HR,0.0,0.0
1308,44,2024-07-01,433,9977478.63,sales,0.0,0.0
1309,6,2024-11-01,486,13887134.05,operations,1087806.36,1549341.12
1310,42,2025-05-01,215,6661482.16,HR,0.0,0.0
1311,30,2025-08-01,418,13481661.94,finance,0.0,0.0
1312,3,2025-04-01,252,5696562.62,finance,0.0,0.0
1313,12,2024-11-01,260,6754158.92,support,0.0,1303384.35
1314,38,2024-06-01,149,4115905.18,finance,0.0,0.0
1315,27,2025-07-01,344,7230859.9,finance,0.0,0.0
1316,22,2024-06-01,108,3566021.84,support,0.0,0.0
1317,46,2025-07-01,327,8444551.6,operations,846984.35,0.0
1318,13,2025-10-01,415,10388679.59,warehouse,810729.44,1360673.23
1319,37,2024-07-01,118,3381781.33,warehouse,430307.5,0.0
1320,11,2025-09-01,169,4685231.79,support,0.0,0.0
1321,7,2025-11-01,425,9398740.21,support,0.0,2336229.44
1322,10,2025-06-01,350,7639081.48,sales,0.0,0.0
1323,49,2025-03-01,262,5791867.22,support,0.0,0.0
1324,15,2026-02-01,487,16035136.19,operations,1511329.9,0.0
