expense_id,business_id,expense_name,expense_category,amount,expense_date,recurring,frequency,supplier_name,importance
1463,40,Employee welfare Payment,employee welfare,30817.92,2024-08-07,False,,Parekh-Mani,critical
1464,18,Internet Payment,internet,49080.26,2026-02-14,False,,Sabharwal-Kunda,critical
1465,1,Maintenance Payment,maintenance,27706.53,2024-12-14,True,quarterly,Mistry Ltd,critical
1466,1,Software Payment,software,24571.84,2024-07-16,True,quarterly,Mody Ltd,medium
1467,1,Tax Payment,tax,12646.06,2025-05-15,True,monthly,"Sheth, D’Alia and Varughese",critical
1468,15,Electricity Payment,electricity,19616.14,2025-09-18,False,,Doctor PLC,critical
1469,18,Rent Payment,rent,303893.55,2024-06-21,True,monthly,Wason Group,low
1470,46,Internet Payment,internet,46109.37,2025-12-05,False,,Guha Group,low
1471,43,Raw materials Payment,raw materials,174888.68,2025-08-15,True,weekly,Gole-Kakar,medium
1472,36,Software Payment,software,18853.78,2025-10-20,True,monthly,"Bhasin, Issac and Setty",low
1473,10,Raw materials Payment,raw materials,189753.88,2024-08-11,True,quarterly,Barman-Kara,medium
1474,23,Fuel Payment,fuel,46360.0,2025-05-30,False,,Subramanian-Dube,medium
1475,47,Software Payment,software,4927.05,2026-03-25,True,monthly,Khalsa-Borra,low
1476,4,Transportation Payment,transportation,22984.36,2025-10-31,True,daily,Ratta Ltd,high
1477,25,Tax Payment,tax,30829.39,2024-04-16,True,daily,"Sanghvi, Lala and Joshi",high
1478,16,Rent Payment,rent,387872.68,2024-12-14,False,,"Dani, Borde and Gupta",medium
1479,13,Electricity Payment,electricity,46548.95,2026-01-25,True,weekly,"Dhingra, More and Raj",low
1480,5,Maintenance Payment,maintenance,36297.12,2025-03-15,True,weekly,"Batta, Malhotra and Choudhury",medium
1481,8,Software Payment,software,17509.22,2026-03-10,False,,Khanna-Manda,medium
1482,4,Employee welfare Payment,employee welfare,38031.85,2025-07-10,False,,Sharaf Inc,medium
1483,11,Software Payment,software,23567.23,2025-01-30,False,,"Sheth, Rao and Nazareth",low
1484,24,Software Payment,software,42216.13,2024-06-14,False,,"Seshadri, Dave and Bakshi",critical
1485,45,Warehouse Payment,warehouse,267426.5,2026-01-11,True,quarterly,Om Group,low
1486,46,Rent Payment,rent,307374.86,2025-03-18,False,,"Saha, Bhavsar and Parekh",critical
1487,20,Raw materials Payment,raw materials,425895.81,2025-01-28,False,,"Mann, More and Wadhwa",medium
1488,44,Raw materials Payment,raw materials,227621.77,2024-10-22,True,weekly,Desai Group,medium
1489,6,Electricity Payment,electricity,35500.8,2024-05-29,False,,"Dube, Kulkarni and Gopal",medium
1490,50,Software Payment,software,12009.64,2025-03-07,True,weekly,Parekh-Soni,critical
1491,11,Internet Payment,internet,39838.66,2024-07-22,True,quarterly,Nigam and Sons,medium
1492,38,Transportation Payment,transportation,13312.63,2025-04-03,True,daily,Sidhu Inc,critical
1493,34,Electricity Payment,electricity,4896.59,2025-08-19,False,,Chaudhari-Bath,medium
1494,49,Electricity Payment,electricity,10079.66,2024-10-17,False,,"Tripathi, Dua and Agarwal",critical
1495,3,Transportation Payment,transportation,38455.28,2025-12-25,True,quarterly,"Wable, Doshi and Salvi",high
1496,12,Rent Payment,rent,371146.44,2024-10-18,False,,Pai-Gulati,critical
1497,13,Transportation Payment,transportation,34736.28,2024-08-27,True,monthly,Shroff Inc,high
1498,42,Fuel Payment,fuel,18545.65,2024-11-24,False,,"Kar, Kaur and Sarin",high
1499,26,Employee welfare Payment,employee welfare,11294.45,2025-06-20,False,,De-Brar,medium
1500,43,Rent Payment,rent,189483.15,2024-07-12,True,monthly,"Bhavsar, Sood and Ramaswamy",critical
1501,38,Electricity Payment,electricity,68477.01,2026-03-11,True,weekly,Sarraf-Vohra,low
1502,18,Employee welfare Payment,employee welfare,12269.33,2025-08-22,False,,Pathak Group,low
1503,27,Software Payment,software,25533.89,2025-07-12,False,,Swaminathan Group,high
1504,10,Fuel Payment,fuel,15223.2,2026-02-02,True,daily,"Sangha, Lalla and Kanda",low
1505,28,Maintenance Payment,maintenance,5324.47,2026-01-29,False,,Nori-Shah,critical
1506,6,Tax Payment,tax,29294.36,2025-06-11,True,daily,Pandya LLC,low
1507,4,Raw materials Payment,raw materials,473373.58,2026-02-21,False,,Menon-Garde,critical
1508,4,Tax Payment,tax,23992.35,2024-07-19,True,weekly,"Lall, Devi and Malhotra",low
1509,28,Rent Payment,rent,297129.63,2024-08-30,False,,Zacharia-Gola,low
1510,2,Warehouse Payment,warehouse,476605.06,2025-12-24,False,,Oak-Biswas,critical
1511,39,Raw materials Payment,raw materials,161539.78,2024-07-31,False,,Varughese LLC,medium
1512,50,Raw materials Payment,raw materials,322484.22,2024-06-18,False,,"Chahal, Sandal and Sur",medium
1513,38,Rent Payment,rent,325913.93,2025-10-09,True,weekly,"Krishna, Nagy and Mand",critical
1514,15,Rent Payment,rent,198611.32,2025-11-21,True,monthly,Memon PLC,critical
1515,13,Tax Payment,tax,46324.88,2026-03-15,False,,Khosla-Bajaj,critical
1516,8,Maintenance Payment,maintenance,21769.41,2025-11-23,False,,"Sathe, Shah and Pradhan",critical
1517,45,Transportation Payment,transportation,29676.5,2026-03-01,False,,"Natt, Anand and Sule",low
1518,15,Warehouse Payment,warehouse,322657.57,2025-04-17,True,monthly,Pant-Nanda,critical
1519,2,Internet Payment,internet,4340.02,2025-01-08,False,,"Prabhu, Sule and Kapadia",critical
1520,50,Software Payment,software,24047.56,2025-03-04,False,,Keer LLC,low
1521,11,Transportation Payment,transportation,22095.39,2025-01-05,False,,Doshi Group,low
1522,40,Tax Payment,tax,27069.11,2024-07-04,True,weekly,Bhargava-Thakkar,medium
1523,33,Internet Payment,internet,23514.0,2026-02-26,False,,Kumar and Sons,high
1524,11,Rent Payment,rent,652999.46,2024-09-03,False,,Mani LLC,critical
1525,14,Fuel Payment,fuel,31452.58,2025-11-07,True,quarterly,Sani Inc,medium
1526,28,Fuel Payment,fuel,30407.04,2025-10-08,True,daily,"Swamy, Gara and Magar",low
1527,31,Fuel Payment,fuel,9027.4,2024-06-25,False,,Taneja PLC,critical
1528,1,Tax Payment,tax,7018.2,2025-06-09,False,,Chacko-Shere,medium
1529,34,Internet Payment,internet,10789.44,2025-01-14,True,weekly,Reddy and Sons,critical
1530,7,Rent Payment,rent,413069.51,2026-01-20,False,,"Upadhyay, Arora and Bora",medium
1531,44,Fuel Payment,fuel,37821.05,2024-07-16,False,,Lal-Randhawa,low
1532,20,Rent Payment,rent,364771.63,2026-02-02,False,,"Balan, Buch and Singhal",critical
1533,20,Warehouse Payment,warehouse,484733.45,2025-10-27,False,,Shan-Pathak,critical
1534,20,Tax Payment,tax,24649.42,2025-03-10,True,monthly,"Banik, Ramakrishnan and Nazareth",low
1535,19,Raw materials Payment,raw materials,412808.86,2025-03-23,True,monthly,"Sama, Amble and Nair",medium
1536,3,Maintenance Payment,maintenance,40593.87,2024-07-16,False,,"Chakrabarti, Chana and Chad",critical
1537,7,Fuel Payment,fuel,49845.9,2025-12-04,False,,"Parsa, Ranganathan and Chakrabarti",high
1538,46,Raw materials Payment,raw materials,591401.2,2026-03-14,False,,Badami Inc,low
1539,12,Electricity Payment,electricity,45795.27,2025-01-13,False,,"Aurora, Chandran and Arora",medium
1540,40,Warehouse Payment,warehouse,80373.23,2024-07-13,False,,Amble-Keer,critical
1541,45,Transportation Payment,transportation,44261.78,2024-05-04,False,,"Deshmukh, Dhar and Ratta",critical
1542,30,Tax Payment,tax,48879.48,2025-05-15,False,,Balay-Sathe,medium
1543,38,Raw materials Payment,raw materials,373917.31,2024-05-21,False,,Kamdar and Sons,low
1544,26,Internet Payment,internet,14313.06,2024-10-25,False,,Nath PLC,high
1545,37,Transportation Payment,transportation,36750.34,2025-10-06,True,monthly,Bajwa-Ramesh,critical
1546,23,Tax Payment,tax,12497.4,2025-08-12,True,daily,Sinha Inc,critical
1547,23,Employee welfare Payment,employee welfare,1104.59,2024-12-18,True,weekly,Bora and Sons,high
1548,3,Rent Payment,rent,302865.82,2024-05-07,True,monthly,Kamdar Inc,critical
1549,8,Raw materials Payment,raw materials,396989.11,2024-09-24,False,,Rau LLC,low
1550,20,Maintenance Payment,maintenance,47873.49,2025-07-04,False,,"Pillai, Batra and Srivastava",medium
1551,21,Transportation Payment,transportation,20652.31,2024-09-29,True,daily,Karnik-Ram,low
1552,14,Raw materials Payment,raw materials,322823.22,2025-07-02,False,,Iyengar LLC,medium
1553,14,Raw materials Payment,raw materials,246724.61,2025-10-30,False,,Mahajan LLC,medium
1554,42,Transportation Payment,transportation,34821.9,2025-05-21,True,monthly,Chaudhary Ltd,medium
1555,9,Raw materials Payment,raw materials,304987.73,2026-02-09,True,quarterly,Sehgal LLC,medium
1556,9,Employee welfare Payment,employee welfare,42190.38,2025-02-02,True,monthly,"More, Chokshi and Thakur",critical
1557,37,Warehouse Payment,warehouse,190112.67,2025-07-04,False,,Kapoor LLC,medium
1558,15,Maintenance Payment,maintenance,46116.79,2025-11-12,False,,"Sibal, Guha and Sampath",critical
1559,13,Software Payment,software,31116.71,2026-02-08,False,,Doshi-Pall,medium
1560,16,Fuel Payment,fuel,21161.02,2026-03-14,True,daily,Nagy-Basak,critical
1561,33,Fuel Payment,fuel,10079.71,2024-08-07,True,daily,Dara Inc,low
1562,10,Rent Payment,rent,450786.43,2025-08-09,True,monthly,Suri Ltd,critical
1563,36,Fuel Payment,fuel,16155.44,2025-06-12,False,,Magar Group,critical
1564,46,Electricity Payment,electricity,16692.56,2024-08-29,False,,Madan-Ravi,critical
1565,19,Software Payment,software,12578.47,2025-05-06,False,,Tara Inc,medium
1566,11,Electricity Payment,electricity,54455.97,2024-09-28,True,monthly,Doctor-Deol,high
1567,12,Raw materials Payment,raw materials,413398.78,2024-05-09,False,,"Boase, Mahajan and Khatri",high
1568,32,Software Payment,software,7756.78,2024-09-01,True,daily,Chaudhari Ltd,high
1569,3,Employee welfare Payment,employee welfare,19463.68,2024-12-05,False,,Khatri-Seshadri,medium
1570,26,Software Payment,software,48292.99,2025-01-27,True,daily,Parmar Group,high
1571,35,Software Payment,software,42641.87,2025-01-27,False,,Agarwal PLC,low
1572,14,Software Payment,software,38938.07,2025-11-27,False,,"Ram, Kibe and Sahota",critical
1573,12,Employee welfare Payment,employee welfare,14478.37,2024-06-17,False,,Sachdev Ltd,low
1574,25,Electricity Payment,electricity,17467.38,2024-04-27,True,daily,"Tandon, Jhaveri and Dass",medium
1575,43,Maintenance Payment,maintenance,44157.22,2025-08-03,False,,Mahal-Tak,high
1576,15,Employee welfare Payment,employee welfare,26014.66,2024-12-09,True,monthly,Bala Ltd,low
1577,21,Employee welfare Payment,employee welfare,10313.95,2024-12-14,False,,"Nori, Kari and Kumar",high
1578,11,Tax Payment,tax,1892.66,2025-12-23,False,,Narula Group,high
1579,34,Software Payment,software,24112.92,2025-04-06,True,monthly,Yohannan Group,high
1580,35,Transportation Payment,transportation,9379.12,2025-06-30,False,,Shankar-Mani,low
1581,27,Warehouse Payment,warehouse,499228.04,2025-12-17,False,,Bhatti and Sons,high
1582,26,Electricity Payment,electricity,5614.41,2025-04-30,False,,"Kalita, Gera and Dubey",low
1583,28,Employee welfare Payment,employee welfare,36853.12,2024-07-01,True,quarterly,"Malhotra, Kota and Seth",low
1584,24,Electricity Payment,electricity,17597.87,2024-05-15,False,,Apte PLC,low
1585,2,Warehouse Payment,warehouse,448436.82,2025-12-19,False,,Chadha-Boase,high
1586,16,Tax Payment,tax,43088.09,2026-01-15,True,daily,Narasimhan-Raval,critical
1587,19,Fuel Payment,fuel,11540.32,2025-08-02,True,daily,"Bansal, Bandi and Ramaswamy",critical
1588,12,Tax Payment,tax,47797.87,2024-08-26,False,,"Choudhury, Kant and Golla",critical
1589,17,Warehouse Payment,warehouse,434504.18,2024-08-11,True,quarterly,Bhatia LLC,high
1590,1,Rent Payment,rent,337257.13,2024-07-24,True,monthly,"Madan, Warrior and Kamdar",medium
1591,24,Transportation Payment,transportation,17574.31,2024-04-12,True,quarterly,"Parmar, Sundaram and Mody",low
1592,15,Warehouse Payment,warehouse,467926.35,2024-07-07,False,,"Arya, Hayre and Chana",high
1593,47,Transportation Payment,transportation,2156.84,2025-08-26,False,,Bhattacharyya-Banik,critical
1594,4,Warehouse Payment,warehouse,195731.97,2024-12-17,False,,Parsa LLC,high
1595,29,Software Payment,software,30269.59,2024-06-15,True,daily,"Parmer, Oak and Sekhon",medium
1596,35,Tax Payment,tax,7564.63,2025-12-22,True,monthly,Dayal-Dhar,critical
1597,31,Software Payment,software,43869.69,2024-05-09,False,,"Pathak, Ganesh and Dhaliwal",high
1598,50,Software Payment,software,39953.55,2025-08-02,False,,"Minhas, Bajaj and Ahuja",high
1599,14,Raw materials Payment,raw materials,238208.99,2025-11-06,False,,Wason-Upadhyay,medium
1600,1,Electricity Payment,electricity,35019.87,2025-10-09,False,,"Wadhwa, Toor and Sundaram",medium
1601,9,Maintenance Payment,maintenance,34912.19,2025-11-23,True,weekly,Pau Ltd,high
1602,27,Electricity Payment,electricity,9719.2,2025-10-30,False,,Kurian-Kamdar,low
1603,16,Maintenance Payment,maintenance,3231.34,2024-07-05,False,,"Amble, Lad and Sangha",medium
1604,22,Fuel Payment,fuel,45850.17,2025-05-17,True,monthly,Prabhu Group,high
1605,46,Electricity Payment,electricity,9316.85,2025-03-21,False,,Shah-Ganesan,critical
1606,35,Employee welfare Payment,employee welfare,26560.22,2025-08-09,False,,Raghavan Group,critical
1607,43,Software Payment,software,42418.2,2024-04-11,False,,Prasad-Nori,critical
1608,31,Employee welfare Payment,employee welfare,16317.26,2025-09-22,True,monthly,Mukherjee-Dey,high
1609,6,Electricity Payment,electricity,38390.3,2024-05-09,False,,Randhawa and Sons,critical
1610,15,Fuel Payment,fuel,44160.73,2025-08-24,True,daily,Grewal and Sons,medium
1611,14,Internet Payment,internet,20339.52,2026-01-24,True,quarterly,Rama LLC,low
1612,24,Warehouse Payment,warehouse,156533.24,2026-01-18,False,,Murthy-Ganesh,high
1613,41,Electricity Payment,electricity,544.41,2025-04-09,True,monthly,Dasgupta PLC,medium
1614,2,Rent Payment,rent,386117.65,2025-12-06,False,,Kuruvilla-Arora,high
1615,20,Employee welfare Payment,employee welfare,695.14,2025-08-14,False,,Minhas and Sons,medium
1616,24,Employee welfare Payment,employee welfare,31982.95,2025-07-15,True,quarterly,"Chaudhary, Sankaran and Chander",low
1617,38,Tax Payment,tax,40561.91,2025-05-05,True,daily,Patel-Hegde,low
1618,4,Employee welfare Payment,employee welfare,48906.1,2024-10-11,False,,Tak and Sons,high
1619,32,Transportation Payment,transportation,16046.45,2024-10-25,True,monthly,Saraf-Ghosh,high
1620,42,Fuel Payment,fuel,16440.88,2025-08-08,True,daily,Vala Inc,low
1621,32,Raw materials Payment,raw materials,413937.16,2024-05-27,True,monthly,Mohanty PLC,critical
1622,2,Rent Payment,rent,87642.23,2026-01-17,False,,Bera Group,low
1623,38,Software Payment,software,29307.55,2025-03-25,True,monthly,"Gandhi, Grover and Mann",medium
1624,38,Employee welfare Payment,employee welfare,11751.3,2025-01-12,False,,Gandhi-Lala,low
1625,33,Transportation Payment,transportation,48719.05,2025-07-06,False,,Dayal-Raghavan,high
1626,1,Software Payment,software,13522.36,2025-12-23,False,,Sami-Minhas,low
1627,21,Software Payment,software,47834.53,2024-05-03,True,weekly,Kala-Munshi,critical
1628,47,Rent Payment,rent,336400.65,2024-05-29,True,quarterly,Goel and Sons,low
1629,33,Electricity Payment,electricity,33161.02,2024-11-12,False,,"Dhar, Wable and Muni",medium
1630,44,Raw materials Payment,raw materials,250321.87,2025-11-07,True,daily,Agarwal-Nanda,low
1631,31,Electricity Payment,electricity,22536.14,2024-12-10,True,weekly,Kakar Ltd,medium
1632,5,Software Payment,software,17058.34,2024-08-19,True,quarterly,"Ahuja, Atwal and Kumer",low
1633,41,Internet Payment,internet,50836.92,2024-09-27,False,,Ramesh Inc,high
1634,27,Warehouse Payment,warehouse,227498.35,2024-12-25,True,quarterly,Patel-Ramakrishnan,medium
1635,26,Electricity Payment,electricity,41378.4,2026-03-22,True,weekly,Chokshi Inc,high
1636,40,Electricity Payment,electricity,9925.82,2025-12-03,False,,Banik and Sons,critical
1637,23,Transportation Payment,transportation,24535.35,2025-12-19,True,weekly,Ahluwalia PLC,medium
1638,29,Transportation Payment,transportation,28990.2,2025-11-29,True,daily,"Mahal, Keer and Gola",low
1639,47,Internet Payment,internet,17796.91,2024-11-16,False,,"Deol, Singh and Yadav",low
1640,11,Raw materials Payment,raw materials,146593.68,2025-04-11,True,quarterly,Chaudhuri LLC,low
1641,41,Rent Payment,rent,167966.83,2024-08-03,False,,Balay LLC,high
1642,29,Rent Payment,rent,464469.57,2025-07-01,True,monthly,Mahajan and Sons,critical
1643,23,Tax Payment,tax,8399.33,2025-09-09,False,,"Seshadri, Khalsa and Bora",critical
1644,28,Rent Payment,rent,405595.13,2025-08-20,True,quarterly,Jani-Amble,critical
1645,47,Transportation Payment,transportation,35084.55,2025-03-09,True,monthly,"Barad, Chowdhury and Chander",medium
1646,46,Employee welfare Payment,employee welfare,48999.09,2024-04-11,False,,Raj-Upadhyay,medium
1647,28,Rent Payment,rent,231145.16,2024-09-29,True,daily,Om and Sons,high
1648,49,Software Payment,software,45790.8,2025-01-16,False,,Singhal and Sons,medium
1649,11,Warehouse Payment,warehouse,66915.07,2025-06-22,True,monthly,Sane PLC,critical
1650,10,Raw materials Payment,raw materials,348798.84,2025-09-18,True,quarterly,Swaminathan PLC,medium
1651,25,Warehouse Payment,warehouse,191994.25,2024-12-27,True,quarterly,Dube LLC,critical
1652,14,Employee welfare Payment,employee welfare,4252.89,2025-09-01,True,monthly,"Wali, Agarwal and Kara",high
1653,16,Maintenance Payment,maintenance,48957.04,2025-04-13,True,quarterly,Parmar Group,critical
1654,3,Software Payment,software,23211.54,2025-03-10,False,,"Bali, Subramanian and Sekhon",critical
1655,31,Employee welfare Payment,employee welfare,6482.02,2026-01-13,True,daily,Taneja LLC,medium
1656,33,Rent Payment,rent,458721.55,2025-09-24,True,monthly,Devi LLC,critical
1657,28,Internet Payment,internet,6401.32,2024-05-22,True,quarterly,"Nagi, Hayre and Kaur",high
1658,5,Raw materials Payment,raw materials,264109.74,2024-04-17,True,daily,Bahri-Bail,high
1659,13,Fuel Payment,fuel,20018.82,2024-05-19,True,monthly,"Oak, Sibal and Badal",critical
1660,17,Fuel Payment,fuel,46230.8,2025-01-06,True,daily,Majumdar-Saini,high
1661,15,Warehouse Payment,warehouse,74790.88,2026-01-27,True,daily,Barad-Kamdar,low
1662,39,Transportation Payment,transportation,23583.13,2025-10-28,True,quarterly,Luthra-Badal,low
1663,13,Fuel Payment,fuel,78150.73,2025-09-02,False,,Merchant-Palla,high
1664,38,Electricity Payment,electricity,33264.33,2025-01-04,False,,Chopra-Sandhu,low
1665,11,Raw materials Payment,raw materials,231181.36,2024-12-22,True,monthly,Goswami Inc,low
1666,49,Warehouse Payment,warehouse,270890.21,2026-04-05,False,,Madan Group,low
1667,29,Maintenance Payment,maintenance,21207.87,2024-12-28,False,,Mannan-Mody,high
1668,35,Internet Payment,internet,35952.69,2025-06-28,False,,Mody-Karnik,medium
1669,1,Electricity Payment,electricity,13516.32,2025-10-25,True,quarterly,Bains-Wason,critical
1670,5,Rent Payment,rent,363589.52,2024-11-04,False,,"Thakur, Vyas and Khatri",critical
1671,31,Software Payment,software,36802.88,2024-04-21,True,monthly,Ravi-Nazareth,medium
1672,5,Warehouse Payment,warehouse,375420.63,2024-08-09,True,daily,"Dayal, Ravel and Mohan",high
1673,20,Internet Payment,internet,43302.87,2024-06-03,False,,Ramakrishnan and Sons,low
1674,27,Transportation Payment,transportation,11536.11,2025-07-11,False,,Krishnan LLC,critical
1675,15,Fuel Payment,fuel,41749.73,2025-04-18,True,quarterly,Mohan and Sons,low
1676,20,Rent Payment,rent,96763.86,2025-12-01,True,daily,"Agate, Mahajan and Lal",low
1677,42,Warehouse Payment,warehouse,469713.61,2024-05-25,True,weekly,"Rege, Minhas and Bahri",low
1678,28,Rent Payment,rent,450829.05,2025-12-02,False,,"Bahri, Madan and Dave",high
1679,3,Maintenance Payment,maintenance,45037.43,2025-02-13,False,,Dora-Sastry,low
1680,6,Warehouse Payment,warehouse,461456.64,2026-03-26,False,,Issac LLC,low
1681,22,Employee welfare Payment,employee welfare,21853.22,2025-11-26,True,monthly,Sidhu-Maharaj,critical
1682,50,Employee welfare Payment,employee welfare,29937.81,2026-01-23,True,daily,Walla and Sons,critical
1683,38,Employee welfare Payment,employee welfare,8191.64,2024-05-04,True,quarterly,"Biswas, Soman and Kurian",low
1684,4,Transportation Payment,transportation,35880.14,2025-12-15,False,,Kala Inc,low
1685,44,Transportation Payment,transportation,45387.77,2024-08-26,False,,Buch Inc,high
1686,12,Employee welfare Payment,employee welfare,30909.35,2024-10-28,False,,Kapur Group,critical
1687,23,Maintenance Payment,maintenance,6294.25,2026-04-05,True,daily,Ramaswamy-Sundaram,high
1688,19,Maintenance Payment,maintenance,33354.1,2024-09-15,False,,Lalla LLC,low
1689,8,Software Payment,software,12305.38,2025-04-05,True,daily,"Iyer, Ahuja and Sura",medium
1690,11,Electricity Payment,electricity,24110.43,2025-12-03,False,,"Sheth, Bala and Sachar",medium
1691,48,Raw materials Payment,raw materials,133025.31,2024-07-24,False,,Bath-Char,low
1692,17,Rent Payment,rent,125555.48,2025-02-02,False,,Barman-Chahal,critical
1693,3,Internet Payment,internet,29116.22,2026-02-20,True,weekly,Gulati-Lal,high
1694,24,Fuel Payment,fuel,48223.41,2025-09-04,True,monthly,Kalita LLC,medium
1695,32,Software Payment,software,29740.04,2025-10-03,True,quarterly,Garg and Sons,low
1696,21,Raw materials Payment,raw materials,363198.34,2025-05-23,False,,"Lall, Bhargava and Raman",critical
1697,16,Rent Payment,rent,147007.08,2025-04-29,False,,Dayal-Chahal,high
1698,12,Electricity Payment,electricity,27518.2,2025-03-31,False,,Loyal and Sons,high
1699,10,Electricity Payment,electricity,9959.01,2025-12-07,True,quarterly,Jani-Mall,critical
1700,40,Rent Payment,rent,271418.28,2024-09-28,False,,Mammen-Yogi,high
1701,5,Internet Payment,internet,58371.52,2025-09-10,True,quarterly,Murthy-Dash,low
1702,16,Warehouse Payment,warehouse,489354.51,2025-06-28,False,,Dugal-Goswami,high
1703,42,Software Payment,software,3668.37,2025-08-17,False,,Raju LLC,high
1704,21,Rent Payment,rent,314870.56,2025-12-28,True,weekly,"Basu, Banik and Taneja",critical
1705,3,Fuel Payment,fuel,32629.07,2025-02-11,False,,"Pai, Edwin and Khurana",low
1706,29,Raw materials Payment,raw materials,58443.83,2024-11-08,True,quarterly,Misra Ltd,low
1707,15,Software Payment,software,22625.7,2025-08-29,True,quarterly,Anne-Bassi,critical
1708,45,Warehouse Payment,warehouse,213151.73,2026-01-21,False,,"Sha, Khare and Vora",medium
1709,32,Fuel Payment,fuel,44733.05,2024-05-21,True,quarterly,Barman-Pall,critical
1710,49,Internet Payment,internet,25109.83,2024-11-06,False,,Brar-Issac,low
1711,35,Transportation Payment,transportation,24150.16,2025-02-17,False,,Zacharia-Sahni,low
1712,45,Electricity Payment,electricity,22497.88,2025-10-04,True,quarterly,Gopal-Patil,medium
1713,19,Transportation Payment,transportation,44675.24,2025-04-30,True,monthly,Gara and Sons,medium
1714,50,Raw materials Payment,raw materials,148913.31,2025-08-19,True,quarterly,Balakrishnan Inc,medium
1715,7,Transportation Payment,transportation,6698.09,2025-01-23,False,,Gour-Doctor,medium
1716,42,Transportation Payment,transportation,1924.99,2025-04-30,True,monthly,Padmanabhan Group,high
1717,6,Transportation Payment,transportation,24542.19,2024-08-21,False,,"Chahal, Deshpande and Dubey",medium
1718,39,Transportation Payment,transportation,8111.08,2025-07-08,True,weekly,Rattan Inc,high
1719,21,Rent Payment,rent,399296.85,2025-02-11,False,,"Lata, Aggarwal and Parekh",low
1720,21,Electricity Payment,electricity,20606.87,2025-08-21,True,daily,Upadhyay Group,medium
1721,43,Rent Payment,rent,184177.14,2025-12-16,False,,Bora-Chakraborty,critical
1722,50,Warehouse Payment,warehouse,211898.41,2025-03-09,False,,"Wali, Vora and Walia",critical
1723,12,Employee welfare Payment,employee welfare,17889.03,2024-09-10,False,,Nair-Puri,high
1724,23,Internet Payment,internet,27734.38,2025-10-12,True,monthly,Seshadri-Mishra,medium
1725,46,Fuel Payment,fuel,5154.97,2025-03-01,True,weekly,Karnik-Mody,high
1726,23,Raw materials Payment,raw materials,657937.72,2026-03-14,False,,Balakrishnan-Shanker,medium
1727,42,Electricity Payment,electricity,38786.4,2025-07-19,True,monthly,Bajwa-Pandya,critical
1728,2,Tax Payment,tax,10098.9,2025-10-25,False,,"Gour, Mangat and Issac",high
1729,31,Fuel Payment,fuel,20527.97,2025-01-24,True,quarterly,Chaudhry LLC,low
1730,34,Tax Payment,tax,16308.22,2025-07-23,True,monthly,"Viswanathan, Chahal and Acharya",high
1731,23,Employee welfare Payment,employee welfare,16960.84,2024-05-11,False,,Dugal LLC,low
1732,1,Warehouse Payment,warehouse,314064.85,2025-09-12,True,quarterly,"Ben, Sandhu and Ranganathan",critical
1733,13,Maintenance Payment,maintenance,6578.37,2025-07-03,False,,Iyengar-Sengupta,critical
1734,7,Internet Payment,internet,29966.51,2025-02-03,False,,Shankar-Pandya,critical
1735,39,Warehouse Payment,warehouse,372979.12,2025-12-20,True,monthly,"Mishra, Bajwa and Chawla",high
1736,17,Warehouse Payment,warehouse,351540.24,2025-01-02,False,,Gala Inc,low
1737,26,Electricity Payment,electricity,37290.16,2024-12-07,True,quarterly,Iyer Inc,critical
1738,28,Rent Payment,rent,70110.75,2025-08-20,True,daily,Deshpande-Dhingra,medium
1739,17,Transportation Payment,transportation,74690.92,2025-09-23,False,,Kalla-Wable,high
1740,24,Tax Payment,tax,7211.72,2025-02-15,True,monthly,Tak-Kalita,low
1741,30,Software Payment,software,39697.65,2025-11-17,False,,Babu Ltd,medium
1742,31,Maintenance Payment,maintenance,2019.77,2024-08-30,True,quarterly,Roy Group,critical
1743,22,Internet Payment,internet,49989.42,2024-12-17,False,,"Chopra, Kara and Bala",medium
1744,1,Electricity Payment,electricity,39134.75,2025-06-28,True,quarterly,"Sachdeva, Menon and Swamy",low
1745,5,Tax Payment,tax,39191.42,2025-09-30,True,monthly,Dutta LLC,critical
1746,43,Warehouse Payment,warehouse,595294.6,2024-09-06,False,,Hegde Ltd,critical
1747,20,Internet Payment,internet,1920.36,2025-12-10,False,,Saha Inc,critical
1748,13,Fuel Payment,fuel,57488.52,2025-09-28,True,monthly,"Sangha, Gara and Hayre",low
1749,31,Raw materials Payment,raw materials,66225.77,2025-01-12,False,,Majumdar PLC,critical
1750,14,Rent Payment,rent,81974.43,2025-12-24,False,,Upadhyay-Minhas,high
1751,12,Fuel Payment,fuel,44541.33,2024-12-06,True,daily,Jha and Sons,critical
1752,12,Tax Payment,tax,22887.71,2025-06-30,True,quarterly,Dada-Chandra,low
1753,49,Tax Payment,tax,1989.67,2025-10-24,True,weekly,Kata-Dhingra,high
1754,25,Warehouse Payment,warehouse,111908.85,2025-11-10,True,monthly,"Mane, Dhaliwal and Varma",critical
1755,39,Rent Payment,rent,418958.03,2025-03-20,True,weekly,Nagarajan Group,medium
1756,27,Raw materials Payment,raw materials,169867.03,2026-01-03,False,,Deol-Parmer,high
1757,13,Transportation Payment,transportation,7651.96,2025-03-15,False,,"Rajagopal, Bhargava and Kari",medium
1758,36,Electricity Payment,electricity,21294.01,2025-12-23,False,,Kanda-Mangat,low
1759,6,Maintenance Payment,maintenance,41668.86,2024-05-28,False,,"Behl, Raval and Agarwal",critical
