vendor_payment_id,business_id,vendor_name,payment_amount,due_date,payment_date,delay_days,criticality_level,vendor_category,payment_status
1486,44,"Borde, Gour and Sagar",42435.43,2024-08-21,,0,medium,packaging,pending
1487,39,Agarwal and Sons,331605.52,2024-09-09,,0,low,electricity,pending
1488,14,Yogi-Varughese,595693.53,2024-05-27,2024-05-24,0,high,machinery,paid
1489,18,Narain LLC,622156.47,2025-09-08,,8,low,logistics,overdue
1490,41,"Khurana, Borde and Patla",663319.32,2024-07-15,,0,medium,machinery,pending
1491,25,Ghose LLC,584313.3,2026-02-10,,0,low,internet,pending
1492,21,Rajagopal-Samra,573101.16,2024-11-01,2024-11-10,9,high,raw materials,paid
1493,29,Thaker Group,399852.55,2024-08-12,,24,medium,packaging,overdue
1494,4,"Nadkarni, Date and Din",131745.43,2025-01-25,,13,critical,machinery,overdue
1495,33,"Raman, Dube and Salvi",704226.62,2024-04-28,,0,critical,software,pending
1496,48,"Maharaj, Narang and Issac",333983.69,2025-12-12,2025-12-08,0,critical,software,paid
1497,21,Kalita PLC,112883.37,2025-08-31,,0,medium,electricity,pending
1498,21,"Shankar, Tailor and Lall",137543.67,2025-03-11,,0,low,internet,pending
1499,28,"Sandal, Grewal and Chatterjee",183280.6,2026-01-03,2025-12-31,0,critical,packaging,paid
1500,10,Tata-Prabhu,537357.19,2024-04-17,,0,high,logistics,pending
1501,43,Chacko Group,683706.97,2025-09-14,2025-09-10,0,medium,logistics,paid
1502,10,"Ramesh, Vyas and Saini",972830.43,2025-12-10,,0,critical,software,pending
1503,6,Bhat-Bhatt,379245.04,2024-05-02,,53,low,packaging,overdue
1504,44,Kala-More,972367.26,2024-05-06,,35,medium,internet,overdue
1505,20,"Rattan, Ratta and Verma",974492.38,2025-05-07,,7,critical,maintenance,overdue
1506,43,"Tak, Bains and Kade",559389.86,2025-08-30,,22,critical,internet,overdue
1507,17,Ganesan PLC,159435.66,2024-11-20,,0,critical,internet,pending
1508,16,Gandhi-Din,414642.65,2025-02-07,2025-02-21,14,high,software,paid
1509,23,"Ben, Narasimhan and Sandal",618308.67,2025-10-29,2025-11-11,13,critical,packaging,paid
1510,16,"Chander, Gaba and Shenoy",107273.96,2024-12-28,,11,critical,raw materials,overdue
1511,6,"Master, Hayer and Prabhakar",517610.27,2024-07-31,,0,high,raw materials,pending
1512,13,Kala PLC,767286.07,2024-05-15,,0,medium,software,pending
1513,7,"Bassi, Krish and Chawla",219074.63,2025-07-31,2025-07-27,0,medium,maintenance,paid
1514,36,Biswas LLC,863912.92,2025-07-18,2025-07-27,9,low,maintenance,paid
1515,45,Pradhan Ltd,313220.11,2025-01-09,,44,low,maintenance,overdue
1516,28,Kapur-Atwal,494822.23,2026-01-06,,0,high,maintenance,pending
1517,47,"Rajagopal, Raman and Roy",378741.3,2024-10-01,2024-10-15,14,high,software,paid
1518,12,Kata PLC,178924.72,2024-06-19,,44,critical,software,overdue
1519,26,Prabhakar PLC,582179.78,2025-01-29,,0,medium,packaging,pending
1520,21,Sethi-Dugar,376541.6,2025-11-30,2025-12-07,7,critical,packaging,paid
1521,28,Srinivas and Sons,712966.07,2025-03-02,,3,critical,logistics,overdue
1522,35,"Hans, Mann and Mane",798330.8,2024-09-12,2024-09-08,0,high,packaging,paid
1523,3,"Pillai, Nadkarni and Vasa",873761.99,2025-09-05,2025-09-29,24,medium,logistics,paid
1524,24,Parmer Group,501035.43,2025-09-01,,4,low,electricity,overdue
1525,39,Handa-Manne,126256.08,2025-02-20,,47,critical,internet,overdue
1526,46,Barman-Sundaram,583482.81,2024-06-14,2024-06-10,0,critical,machinery,paid
1527,44,Balay Inc,720040.31,2025-08-04,2025-08-30,26,low,packaging,paid
1528,3,"Rout, Ranganathan and Ghosh",742811.33,2025-05-12,,0,critical,maintenance,pending
1529,28,Magar LLC,683717.57,2025-10-05,,0,medium,internet,pending
1530,8,"Dugar, Sarma and Varkey",218284.98,2024-04-28,,25,medium,logistics,overdue
1531,1,Wable Group,336728.39,2025-03-14,,24,critical,maintenance,overdue
1532,6,Pai Group,953367.09,2026-03-08,,43,critical,electricity,overdue
1533,7,Murty-Vig,400394.28,2026-02-22,2026-03-04,10,low,raw materials,paid
1534,3,"Prashad, Saxena and Chana",682171.9,2025-03-29,2025-04-23,25,high,raw materials,paid
1535,28,"Doctor, Badami and Choudhary",514849.37,2025-02-04,,50,high,packaging,overdue
1536,41,Goyal-Soman,296206.52,2025-01-01,,0,medium,logistics,pending
1537,49,Vora Ltd,470734.44,2025-08-27,2025-09-10,14,low,software,paid
1538,46,"Soman, Wason and Chad",660224.63,2025-05-31,,0,low,raw materials,pending
1539,46,Vyas-Chaudhary,956645.75,2025-05-09,,39,medium,electricity,overdue
1540,1,Jain-Randhawa,896658.82,2025-04-26,,57,critical,logistics,overdue
1541,31,"Dugar, Yadav and Panchal",328832.48,2025-09-01,,0,low,packaging,pending
1542,25,Balasubramanian-Gour,545880.62,2026-01-08,,0,critical,internet,pending
1543,20,"Gole, Saha and Tiwari",486554.73,2025-12-17,,29,low,maintenance,overdue
1544,25,Puri and Sons,536644.56,2025-09-27,2025-10-12,15,medium,maintenance,paid
1545,3,Dey and Sons,415751.25,2026-01-28,2026-03-24,55,critical,electricity,paid
1546,15,Apte-Kari,202429.77,2024-06-07,,0,medium,logistics,pending
1547,31,Luthra and Sons,556595.54,2024-07-17,,0,low,logistics,pending
1548,5,"Hans, Agarwal and Oommen",101156.12,2026-01-19,2026-01-22,3,high,packaging,paid
1549,18,Baria Group,580491.56,2024-05-31,,58,high,electricity,overdue
1550,46,Mallick Group,13871.61,2024-04-16,,38,low,packaging,overdue
1551,26,Menon-More,852674.37,2025-10-26,,3,low,electricity,overdue
1552,50,Memon-Cheema,284069.99,2025-08-02,,0,medium,logistics,pending
1553,5,Dewan LLC,769378.83,2025-05-20,,46,low,raw materials,overdue
1554,32,Lala PLC,557055.04,2024-11-11,2024-11-17,6,high,electricity,paid
1555,40,Chandran Ltd,137472.86,2025-05-06,,54,critical,internet,overdue
1556,50,D’Alia LLC,403457.04,2024-06-01,2024-05-28,0,medium,raw materials,paid
1557,24,Mahajan PLC,918026.88,2025-08-19,2025-08-24,5,low,electricity,paid
1558,6,"Oommen, Kunda and Maharaj",241849.91,2024-08-31,,0,high,packaging,pending
1559,4,Rau Inc,258950.75,2025-07-10,,46,medium,logistics,overdue
1560,32,Hari LLC,908329.82,2025-01-01,2024-12-27,0,critical,packaging,paid
1561,46,Sandal-Kota,885016.49,2026-01-24,2026-01-23,0,low,maintenance,paid
1562,25,"Amble, Saxena and Chada",649952.41,2024-10-15,,3,high,maintenance,overdue
1563,6,Sane Inc,984168.39,2025-06-08,,0,critical,software,pending
1564,5,Verma Group,904128.52,2025-10-20,2025-10-16,0,low,packaging,paid
1565,16,Korpal-Walia,686168.9,2024-07-08,2024-08-31,54,high,maintenance,paid
1566,23,Banerjee-Sundaram,110181.93,2025-12-15,,0,low,machinery,pending
1567,42,Tandon Ltd,678272.46,2026-02-08,2026-02-05,0,medium,internet,paid
1568,21,Om-Deshpande,608878.14,2026-02-24,2026-02-19,0,critical,maintenance,paid
1569,32,Prashad Ltd,832373.65,2025-03-18,,3,critical,software,overdue
1570,48,Palla-Pall,657864.27,2024-08-17,,32,high,raw materials,overdue
1571,42,Dugar-Mishra,376755.62,2024-11-02,,52,high,logistics,overdue
1572,34,Wagle Inc,549997.4,2025-08-22,,1,low,raw materials,overdue
1573,15,"Wason, Tiwari and Rao",584699.76,2026-03-27,,0,medium,internet,pending
1574,48,Dube-Ramachandran,996442.74,2024-08-04,,0,high,internet,pending
1575,18,"Sethi, Subramaniam and Babu",652511.54,2025-05-06,,8,low,internet,overdue
1576,18,Thakur-Ray,883004.95,2024-10-03,,0,low,packaging,pending
1577,28,Pandya Ltd,556053.29,2025-11-14,,24,critical,machinery,overdue
1578,37,Cheema LLC,599042.63,2025-01-11,2025-01-09,0,low,internet,paid
1579,26,Sahni-Shetty,900662.57,2024-08-13,,0,high,raw materials,pending
1580,11,Pandit Inc,629102.23,2024-05-31,,0,high,internet,pending
1581,4,Doctor-Choudhary,540565.07,2026-03-21,,0,critical,software,pending
1582,5,Nagar-Shenoy,94974.39,2025-12-06,,0,high,machinery,pending
1583,45,"Iyer, Pau and Lal",501833.98,2025-01-15,,28,medium,raw materials,overdue
1584,8,Loke LLC,847669.0,2024-06-30,,0,medium,raw materials,pending
1585,28,"Chaudhari, Tandon and Sibal",850697.95,2026-01-08,,34,low,software,overdue
1586,38,Johal-Sabharwal,586617.18,2024-04-09,,0,high,maintenance,pending
1587,11,"Lal, Date and Dara",88944.93,2026-02-08,2026-02-25,17,medium,internet,paid
1588,6,"Rana, Walia and Mody",953934.13,2024-06-14,2024-06-10,0,medium,electricity,paid
1589,47,Bail and Sons,265692.87,2024-12-10,,16,low,machinery,overdue
1590,14,Tella-Kurian,939195.68,2024-10-15,,0,low,electricity,pending
1591,4,Biswas-Vyas,724721.1,2024-11-27,,0,high,raw materials,pending
1592,42,"Kulkarni, Raval and Aggarwal",474708.47,2024-08-20,,11,low,machinery,overdue
1593,19,Kalita-Zachariah,902751.25,2025-03-24,,6,low,packaging,overdue
1594,2,"Soman, Varkey and Mukherjee",692601.88,2025-04-26,2025-04-26,0,critical,packaging,paid
1595,32,"Borra, Dugar and Bhalla",369948.13,2025-12-12,,0,critical,electricity,pending
1596,9,Tailor and Sons,230402.61,2024-07-21,,0,high,packaging,pending
1597,29,"Singhal, Sanghvi and Hayre",248045.34,2026-02-11,,0,critical,maintenance,pending
1598,1,Hora-Dixit,126238.35,2025-08-08,,21,medium,maintenance,overdue
1599,16,Agarwal-Gill,552364.3,2024-11-08,,27,low,internet,overdue
1600,50,Dave-Mall,233763.75,2025-02-12,,0,medium,raw materials,pending
1601,4,"Sampath, Dua and Balakrishnan",362881.39,2025-09-12,2025-09-27,15,low,raw materials,paid
1602,48,Nadig PLC,717516.15,2025-09-14,,0,high,logistics,pending
1603,25,Yohannan-Shere,894593.86,2025-09-02,2025-08-31,0,high,maintenance,paid
1604,12,Patel-Bala,129344.49,2024-09-22,2024-09-21,0,high,maintenance,paid
1605,15,Chowdhury-Oza,193400.09,2025-09-24,,0,medium,software,pending
1606,19,"Buch, Kibe and Borah",411971.46,2024-06-04,,0,high,software,pending
1607,33,"Banik, Rege and Kala",537980.83,2026-01-17,,0,low,logistics,pending
1608,5,Sane Inc,699544.0,2025-09-14,,0,critical,software,pending
1609,15,"Mannan, Ratta and Brar",685390.12,2025-03-19,,25,high,logistics,overdue
1610,25,Mannan PLC,602181.59,2026-02-04,2026-02-16,12,critical,machinery,paid
1611,39,Biswas-Batra,43236.09,2024-08-01,,0,low,maintenance,pending
1612,43,"Khatri, Balan and Raja",708491.41,2024-12-01,,6,low,machinery,overdue
1613,25,Sha Inc,549385.87,2025-02-02,2025-02-01,0,low,machinery,paid
1614,4,"Gaba, Vora and Puri",710225.3,2024-09-28,,0,high,packaging,pending
1615,44,"Dhar, Nagi and Gulati",237424.32,2024-09-16,,50,low,logistics,overdue
1616,16,"Bail, Chad and Gokhale",54483.45,2025-09-23,,0,critical,electricity,pending
1617,45,Bora-Sachdev,251702.74,2026-02-20,,0,low,maintenance,pending
1618,3,Dugar-Pall,427574.1,2024-09-25,,19,high,machinery,overdue
1619,3,Goda-Gokhale,62765.52,2024-12-13,,43,low,maintenance,overdue
1620,26,Goswami LLC,736254.5,2026-02-03,2026-02-02,0,medium,software,paid
1621,10,"Pandey, Dixit and Kota",636843.5,2024-05-05,,16,low,internet,overdue
1622,28,Baral-Venkataraman,239024.76,2024-12-15,2024-12-28,13,medium,raw materials,paid
1623,43,Samra-Mani,639599.67,2025-07-07,,22,critical,logistics,overdue
1624,8,Rastogi-Roy,311495.49,2025-07-05,,0,critical,electricity,pending
1625,45,"Gill, Baral and Gill",792693.62,2025-04-27,,19,high,machinery,overdue
1626,43,"Soman, Borah and Brahmbhatt",130115.43,2024-11-27,,0,critical,electricity,pending
1627,9,Tank Group,787170.18,2024-06-02,,27,high,packaging,overdue
1628,28,Chopra-Karnik,978340.87,2025-12-01,,0,medium,electricity,pending
1629,47,Kalla Ltd,708285.99,2025-02-23,,39,low,software,overdue
1630,15,"Wali, Chowdhury and Dhar",530305.05,2025-07-03,,0,critical,internet,pending
1631,1,Patla-Bumb,261446.6,2024-08-07,,19,critical,packaging,overdue
1632,5,Krishnamurthy Ltd,64759.55,2024-10-08,,15,medium,maintenance,overdue
1633,10,Ram-Wason,977623.72,2025-07-31,2025-07-26,0,low,logistics,paid
1634,24,Kalita-Goel,705173.43,2024-05-11,,49,low,machinery,overdue
1635,30,"Dua, Warrior and Dara",540570.18,2026-02-09,2026-03-14,33,critical,software,paid
1636,41,"Mody, Dugar and More",11937.42,2025-11-19,,0,low,internet,pending
1637,15,Dara-Dara,927894.76,2025-11-19,2025-11-26,7,critical,software,paid
1638,45,Brar-Suri,996228.26,2024-10-28,,0,low,logistics,pending
1639,6,Arora LLC,385502.82,2025-02-19,2025-02-17,0,critical,logistics,paid
1640,34,Chhabra-Tandon,606920.13,2024-11-30,,0,medium,machinery,pending
1641,38,Doctor-Thaker,73547.18,2024-08-22,,45,low,raw materials,overdue
1642,27,Gera-Master,557842.54,2025-03-07,,0,critical,packaging,pending
1643,47,"Arora, Bhat and Loke",925904.86,2025-05-27,2025-06-06,10,critical,logistics,paid
1644,43,Buch-Puri,17089.52,2024-07-29,2024-08-02,4,medium,software,paid
1645,31,"Bhattacharyya, Hayer and Gara",41264.28,2024-07-18,2024-07-17,0,high,machinery,paid
1646,40,"Chada, Borra and Jain",750587.01,2024-11-03,,49,critical,packaging,overdue
1647,4,Sengupta Group,679258.1,2025-05-08,,0,low,software,pending
1648,49,"Sehgal, Seth and Peri",905433.53,2024-07-25,,31,low,internet,overdue
1649,37,Sandal Ltd,206263.13,2025-12-22,2025-12-25,3,medium,logistics,paid
1650,38,"Bhatti, Babu and Chopra",775186.61,2024-06-24,2024-08-22,59,high,internet,paid
1651,24,"Madan, Kapur and Singhal",576653.45,2025-09-08,,0,high,raw materials,pending
1652,48,Kala-Lad,220781.79,2026-03-09,2026-03-07,0,high,packaging,paid
1653,33,Butala-Bahri,291879.45,2026-03-07,,25,high,machinery,overdue
1654,34,Bawa Group,154145.34,2024-09-17,2024-11-07,51,medium,maintenance,paid
1655,29,Dhillon Ltd,611750.09,2024-09-15,,0,critical,raw materials,pending
1656,19,Chowdhury-Misra,772642.71,2024-10-16,2024-10-22,6,medium,internet,paid
1657,15,Kuruvilla-Das,603591.31,2025-06-15,2025-06-13,0,medium,raw materials,paid
1658,27,"Palan, Bhasin and Magar",889186.01,2026-03-23,,0,high,raw materials,pending
1659,2,Chandran-Wadhwa,594761.72,2026-01-19,2026-01-14,0,medium,maintenance,paid
1660,2,"Dua, Bava and Sanghvi",714816.89,2024-07-17,,0,low,maintenance,pending
1661,39,Nanda-Patel,778495.23,2025-08-09,,0,medium,raw materials,pending
1662,21,"Gaba, Mishra and Bumb",735168.84,2025-11-22,2025-11-18,0,critical,electricity,paid
1663,2,"Mishra, Nayak and Keer",642116.41,2024-07-26,,42,high,logistics,overdue
1664,14,"Nigam, Vora and Bhavsar",305109.29,2026-01-17,,0,medium,internet,pending
1665,11,Chokshi-Bhalla,283636.21,2025-01-02,,54,low,machinery,overdue
1666,10,"Saran, Varghese and Dhar",289675.66,2025-06-09,,30,low,machinery,overdue
1667,2,Rao-Radhakrishnan,600270.41,2025-08-16,2025-08-15,0,critical,packaging,paid
1668,6,Pingle Ltd,823407.67,2025-05-20,,0,critical,software,pending
1669,25,Chowdhury-Kohli,432774.32,2025-10-06,,0,high,raw materials,pending
1670,39,Kade-Chakrabarti,590431.44,2024-07-15,2024-07-14,0,low,software,paid
1671,39,"Minhas, Choudhary and Kalita",484483.35,2026-01-15,,8,low,raw materials,overdue
1672,18,Chaudhary LLC,627470.93,2025-06-05,,0,low,software,pending
1673,20,Savant and Sons,344375.5,2025-12-05,2025-12-02,0,high,packaging,paid
1674,16,Chandra LLC,636245.14,2024-11-02,2024-11-15,13,high,machinery,paid
1675,8,Bora-Kapur,657917.63,2026-03-28,,47,critical,raw materials,overdue
1676,23,Balay-Borra,409129.08,2025-03-28,,13,low,raw materials,overdue
1677,25,Varty-Rajagopal,368863.87,2025-11-26,,0,medium,logistics,pending
1678,41,Sachdeva-Sani,574972.96,2024-04-22,,8,low,internet,overdue
1679,26,Dubey-Mital,900862.9,2026-04-05,2026-04-03,0,low,raw materials,paid
1680,10,"Chana, Mahal and Grover",110918.01,2025-05-06,,58,low,packaging,overdue
1681,27,Bali-Tank,263146.1,2025-12-27,,13,medium,packaging,overdue
1682,29,Setty-Bajaj,900726.23,2024-11-01,,0,medium,software,pending
1683,41,Chahal-Guha,911930.47,2024-09-02,,55,critical,maintenance,overdue
1684,8,Cherian Inc,760990.41,2024-12-27,,20,high,software,overdue
1685,26,Ramesh-Parmer,468404.6,2024-11-28,2024-12-03,5,medium,packaging,paid
1686,31,"Hegde, Shere and Kalita",945359.16,2025-05-04,2025-04-30,0,low,raw materials,paid
1687,15,Zachariah Group,258718.38,2025-01-24,,45,high,software,overdue
1688,44,"Misra, Ramaswamy and Dara",883351.26,2024-12-21,,0,medium,maintenance,pending
1689,36,Wali-Mall,992502.53,2025-10-17,2025-10-13,0,medium,electricity,paid
1690,6,"Ahuja, Kashyap and Lad",299830.78,2024-04-09,,48,low,maintenance,overdue
1691,5,Kale Inc,522861.66,2024-04-25,2024-04-23,0,low,software,paid
1692,28,"Bobal, Walla and Subramanian",430541.01,2024-08-28,,21,critical,machinery,overdue
1693,42,Thaman Group,985985.22,2024-05-03,,41,high,internet,overdue
1694,49,"Swaminathan, Gala and Patel",177071.08,2024-12-26,,34,critical,software,overdue
1695,2,Parsa Inc,221702.54,2025-03-02,,0,medium,logistics,pending
1696,48,Tata PLC,628898.87,2025-10-18,,52,high,raw materials,overdue
1697,6,"Dara, Sethi and Chaudhry",545424.96,2025-10-13,2025-10-17,4,high,maintenance,paid
1698,44,"Sunder, Gole and Dada",125395.68,2024-10-20,,0,medium,logistics,pending
1699,33,Gera-Deshmukh,426784.49,2024-08-05,,21,high,internet,overdue
1700,9,Char-Ramachandran,724259.91,2025-01-20,2025-01-16,0,critical,maintenance,paid
1701,44,"Wadhwa, Hans and Nadkarni",28861.35,2025-07-15,,0,critical,maintenance,pending
1702,40,"Puri, Kalita and Manne",462929.67,2025-12-09,2025-12-04,0,medium,electricity,paid
1703,3,Kalita and Sons,772985.6,2026-01-19,,0,medium,maintenance,pending
1704,18,Dixit and Sons,487245.04,2024-09-20,,0,critical,raw materials,pending
1705,6,Krishnan LLC,970382.12,2024-08-29,,14,low,raw materials,overdue
1706,23,"Tak, Sankaran and Parikh",647740.09,2024-06-09,,0,medium,electricity,pending
1707,13,"Krishnamurthy, Chadha and Bajaj",39176.63,2026-04-03,2026-04-02,0,high,software,paid
1708,36,"Karpe, Chowdhury and Sampath",86842.72,2025-12-16,2025-12-30,14,critical,packaging,paid
1709,11,Sami Ltd,82028.63,2026-04-09,,15,critical,maintenance,overdue
1710,23,Dora Group,421886.42,2025-05-23,2025-05-23,0,low,software,paid
1711,26,"Pau, Mahajan and Merchant",630244.08,2024-05-16,2024-05-13,0,low,packaging,paid
1712,13,Khurana Ltd,344141.89,2024-06-19,,27,low,electricity,overdue
1713,16,"Bedi, Panchal and Panchal",257148.44,2024-10-06,,0,high,machinery,pending
1714,26,Trivedi Ltd,635014.39,2024-12-20,,0,high,internet,pending
1715,8,Oza and Sons,226200.76,2024-09-16,,0,low,raw materials,pending
1716,13,Pradhan and Sons,593627.34,2026-04-06,2026-04-01,0,high,packaging,paid
1717,42,"Goswami, Trivedi and Sathe",734398.11,2024-09-09,,22,critical,software,overdue
1718,32,"Sahni, Din and Amble",990659.88,2025-01-13,,26,high,internet,overdue
1719,5,Shanker Inc,775236.37,2025-10-18,,0,medium,maintenance,pending
1720,3,Zachariah-Hans,596705.51,2024-10-31,2024-12-28,58,low,internet,paid
1721,28,Thakur-Raja,863161.15,2025-09-21,2025-09-17,0,high,software,paid
1722,2,"Kaur, Sama and Lad",269677.74,2025-12-26,,56,high,machinery,overdue
1723,22,Sarin LLC,133181.18,2025-07-25,,0,high,raw materials,pending
1724,50,"Mane, Bose and Agate",597228.13,2026-03-11,,57,high,machinery,overdue
1725,12,"Chacko, Sabharwal and Chandran",167830.15,2024-10-13,,0,medium,machinery,pending
1726,24,Bhatti Group,711444.09,2024-12-01,,8,high,logistics,overdue
1727,16,Divan Group,741031.58,2025-09-13,2025-11-12,60,low,machinery,paid
1728,9,Thakur LLC,524554.18,2024-12-22,,0,high,electricity,pending
1729,6,Pradhan and Sons,432166.96,2024-11-21,,12,high,packaging,overdue
1730,18,Prasad-Sharaf,818125.15,2025-01-31,,0,high,electricity,pending
1731,24,Sood-Pillay,435208.51,2024-08-29,,43,medium,raw materials,overdue
1732,44,Malhotra-Samra,83924.0,2025-02-14,,9,high,raw materials,overdue
1733,45,Pingle PLC,868610.73,2025-10-03,,20,medium,packaging,overdue
1734,8,Bhat-Chakrabarti,97759.88,2025-10-14,,0,high,logistics,pending
1735,15,"Balakrishnan, Baria and Lanka",105390.28,2025-03-08,,40,low,packaging,overdue
1736,19,Rastogi LLC,389021.97,2025-04-02,,0,critical,internet,pending
1737,44,"Konda, Banik and Iyer",572752.09,2026-02-15,2026-04-09,53,low,packaging,paid
1738,23,Sunder PLC,915342.97,2024-11-17,,0,critical,raw materials,pending
1739,3,"Mand, Batta and Agrawal",608378.34,2024-06-05,,29,critical,machinery,overdue
1740,34,Naik PLC,447610.34,2024-06-25,,31,medium,internet,overdue
1741,46,Narang-Kothari,829970.97,2026-02-10,2026-02-07,0,high,logistics,paid
1742,31,"Saha, Nazareth and Krishnan",119730.77,2024-05-17,2024-05-14,0,critical,maintenance,paid
1743,44,"Tandon, Chandra and Ahluwalia",918353.7,2025-01-16,2025-02-06,21,high,internet,paid
1744,43,Bava-Wagle,949027.85,2025-01-01,2024-12-31,0,medium,maintenance,paid
1745,11,"Krishnan, Sur and Dutta",344920.76,2026-01-01,,57,medium,internet,overdue
1746,11,Yogi-Handa,566272.83,2025-05-20,2025-06-25,36,high,software,paid
1747,15,Kaur LLC,393616.41,2026-01-10,2026-01-07,0,critical,raw materials,paid
1748,13,"Halder, Luthra and Deshmukh",327717.1,2025-06-24,,0,critical,internet,pending
1749,26,"Lall, Chanda and Char",818227.18,2026-02-03,2026-02-02,0,high,raw materials,paid
1750,41,Bansal Ltd,904138.81,2026-02-27,2026-02-22,0,low,electricity,paid
1751,26,Krish-Dutta,337396.92,2025-01-07,,16,critical,internet,overdue
1752,1,Ramaswamy-Andra,717562.43,2024-09-11,,45,medium,internet,overdue
1753,2,"Mahal, Shah and Kale",187904.49,2024-06-26,,48,medium,electricity,overdue
1754,25,Muni-Jain,97425.3,2025-01-29,,0,critical,logistics,pending
1755,18,Lall Group,177428.14,2025-08-10,,50,medium,electricity,overdue
1756,30,Som-Mannan,598844.84,2024-10-08,2024-11-23,46,medium,internet,paid
1757,44,Lala Group,117447.98,2024-11-19,,14,high,raw materials,overdue
1758,25,Maharaj LLC,619564.18,2025-01-14,,18,critical,software,overdue
1759,50,Bhatia PLC,33786.31,2025-11-22,2025-11-21,0,low,internet,paid
1760,10,Chakrabarti LLC,875291.52,2025-04-04,,57,low,electricity,overdue
1761,30,Venkataraman and Sons,750621.8,2024-05-26,,26,medium,logistics,overdue
1762,23,"Karan, Lata and Anand",649717.34,2024-08-21,,0,critical,electricity,pending
1763,14,"Deo, Kulkarni and Comar",762576.24,2024-06-24,2024-07-04,10,high,software,paid
1764,28,Rajagopal-Mitter,168077.44,2024-11-23,,2,low,logistics,overdue
1765,32,"Vora, Ramachandran and Das",196354.28,2024-07-02,,0,high,electricity,pending
1766,40,"Prasad, Pathak and Bhalla",698060.59,2024-10-13,,48,critical,packaging,overdue
1767,16,Rau-Muni,504601.73,2025-06-22,,0,medium,packaging,pending
1768,25,"Bhat, Loke and Deol",372595.19,2025-06-27,2025-07-12,15,medium,electricity,paid
1769,20,Sani Inc,429397.15,2025-01-08,,30,low,raw materials,overdue
1770,44,Dass Group,536800.84,2025-11-07,,0,critical,maintenance,pending
1771,24,Edwin PLC,375892.4,2025-09-24,,0,medium,packaging,pending
1772,12,"Behl, Chana and Upadhyay",722718.35,2025-02-18,,0,medium,maintenance,pending
1773,38,"Bobal, Venkataraman and Ganguly",433048.51,2024-08-18,2024-09-04,17,high,internet,paid
1774,45,Anand Inc,105785.41,2024-07-30,2024-07-25,0,critical,electricity,paid
1775,31,Sandhu LLC,862910.91,2025-01-21,,28,medium,internet,overdue
1776,23,Doctor Ltd,881172.75,2024-10-25,2024-10-23,0,critical,raw materials,paid
1777,26,"Devan, Bala and Bassi",546445.06,2025-07-28,2025-07-26,0,low,electricity,paid
1778,6,Bera-Chaudhari,313571.69,2024-10-24,2024-10-24,0,critical,machinery,paid
1779,33,Vasa Group,313848.14,2025-01-28,2025-03-28,59,medium,maintenance,paid
1780,30,Roy Ltd,360651.79,2025-06-29,2025-07-28,29,low,maintenance,paid
1781,11,Parmar-Banerjee,778324.18,2025-04-25,2025-05-26,31,low,logistics,paid
1782,7,More-Prashad,209675.53,2025-10-25,2025-11-09,15,low,logistics,paid
1783,31,"Naidu, Merchant and Nori",65206.63,2025-04-18,2025-04-14,0,low,internet,paid
1784,38,"Lad, Golla and Arya",151983.72,2024-09-10,2024-10-17,37,low,electricity,paid
1785,10,Dash PLC,258454.34,2025-04-29,,0,high,electricity,pending
1786,43,Ray PLC,290938.13,2024-08-06,,14,high,software,overdue
1787,39,Khosla and Sons,752148.2,2025-12-28,,43,medium,logistics,overdue
1788,6,"Brahmbhatt, Bir and Brar",18957.49,2025-02-12,2025-02-09,0,medium,maintenance,paid
1789,14,Tank PLC,766993.95,2026-01-17,2026-01-16,0,high,raw materials,paid
1790,20,Srinivasan LLC,311299.33,2026-01-16,2026-01-31,15,medium,machinery,paid
1791,48,Balakrishnan-Sani,791359.43,2024-08-18,2024-08-25,7,medium,maintenance,paid
1792,26,Chaudhary and Sons,656984.81,2025-12-22,2025-12-19,0,medium,machinery,paid
1793,46,Korpal-Saha,359963.28,2024-06-12,2024-06-09,0,low,machinery,paid
1794,29,"Patla, Modi and Dhaliwal",519365.78,2025-04-29,,59,medium,machinery,overdue
1795,3,Bath-Pradhan,601442.94,2026-03-23,2026-04-19,27,medium,raw materials,paid
1796,43,Bains-Vyas,655951.46,2025-04-18,,42,critical,raw materials,overdue
1797,15,Shere-Kala,214342.37,2025-06-09,,34,high,software,overdue
1798,2,Deol-Mangal,694063.44,2025-11-04,,0,low,electricity,pending
1799,19,Parmar Inc,307136.42,2024-08-02,,0,low,software,pending
1800,27,Chokshi-Bhargava,612046.81,2024-08-09,,0,high,machinery,pending
1801,49,"Bhandari, Tailor and Mishra",284899.75,2025-04-20,,24,low,software,overdue
1802,1,Bajaj and Sons,832473.53,2025-12-04,2025-11-29,0,medium,raw materials,paid
1803,50,"Sangha, Sinha and Dubey",579554.0,2024-11-30,,51,low,logistics,overdue
1804,47,Kapadia-Sarma,597033.65,2026-01-14,,47,low,packaging,overdue
1805,24,"Ghose, Lall and Dube",976057.06,2025-01-18,,0,medium,logistics,pending
1806,44,Pai-Tiwari,957728.48,2025-03-01,,0,low,packaging,pending
1807,37,Venkataraman-Narain,767848.43,2025-06-03,,36,critical,packaging,overdue
1808,13,"Gill, Varkey and Sahota",148375.24,2025-05-24,,0,medium,logistics,pending
1809,42,Kale-Deol,843434.4,2025-10-20,2025-10-23,3,medium,machinery,paid
