invoice_id,business_id,customer_id,invoice_number,customer_name,invoice_amount,invoice_date,due_date,actual_payment_date,delay_days,invoice_status,customer_location,customer_type,payment_terms,customer_risk_score,invoice_category
5433,13,60,INV-15433,Peri Ltd,706504.22,2025-06-07,2025-06-22,2025-08-13,52,paid,Jammu,wholesaler,Net 15,high,retail order
5434,6,443,INV-15434,Bhattacharyya-Mohanty,500267.78,2025-05-02,2025-06-01,2025-06-17,16,paid,Bareilly,local shop,Net 30,high,export order
5435,45,319,INV-15435,Nair-Sandhu,231458.68,2025-06-09,2025-07-09,,275,overdue,Siwan,wholesaler,Net 30,high,export order
5436,49,208,INV-15436,"Bhattacharyya, Karnik and Mital",335773.03,2025-12-01,2026-01-30,2026-01-03,0,paid,Dehri,wholesaler,Net 60,low,wholesale order
5437,36,150,INV-15437,D’Alia-Mall,68757.3,2026-03-13,2026-04-27,,28,overdue,New Delhi,local shop,Net 45,medium,retail order
5438,5,464,INV-15438,"Shenoy, Balasubramanian and Sachar",641804.22,2025-09-29,2025-10-29,,163,overdue,Morbi,retailer,Net 30,high,wholesale order
5439,43,118,INV-15439,"Hegde, Mitra and Krishna",702469.9,2025-06-05,2025-07-05,,0,pending,Srikakulam,retailer,Net 30,low,wholesale order
5440,19,45,INV-15440,Ganesh-Raja,517464.88,2025-08-09,2025-10-08,2025-09-22,0,paid,Katni,corporate,Net 60,medium,retail order
5441,37,430,INV-15441,"Om, Raval and More",37428.69,2026-01-22,2026-03-23,,0,pending,Jorhat,corporate,Net 60,low,wholesale order
5442,33,256,INV-15442,Dara LLC,848399.13,2025-04-30,2025-05-15,,0,pending,Chapra,distributor,Net 15,low,wholesale order
5443,26,500,INV-15443,Narayan-Vohra,656319.99,2025-12-20,2026-02-03,,0,pending,Jorhat,local shop,Net 45,high,wholesale order
5444,39,33,INV-15444,Rout-Randhawa,826597.23,2025-08-02,2025-09-16,2025-09-14,0,paid,Mehsana,corporate,Net 45,medium,wholesale order
5445,19,266,INV-15445,"Mannan, Dada and Sabharwal",167152.19,2025-04-28,2025-05-13,2025-05-10,0,paid,Panipat,retailer,Net 15,low,raw materials
5446,7,128,INV-15446,"Khanna, Sodhi and Ram",709394.89,2026-03-13,2026-04-12,,0,pending,Bikaner,local shop,Net 30,medium,export order
5447,16,15,INV-15447,Brar Inc,449373.79,2025-11-26,2026-01-10,,90,overdue,Baranagar,wholesaler,Net 45,low,retail order
5448,45,285,INV-15448,Sehgal-Shukla,46405.08,2025-07-09,2025-07-24,2025-07-29,5,paid,Coimbatore,corporate,Net 15,high,retail order
5449,23,338,INV-15449,Hayer-Solanki,215894.63,2025-09-10,2025-10-10,,182,overdue,Giridih,distributor,Net 30,medium,wholesale order
5450,30,260,INV-15450,Shanker and Sons,164000.61,2025-07-10,2025-08-24,,229,overdue,Jalna,corporate,Net 45,high,retail order
5451,45,306,INV-15451,Desai Inc,620719.84,2026-03-09,2026-03-24,2026-06-20,88,paid,Madhyamgram,local shop,Net 15,high,raw materials
5452,41,152,INV-15452,"Ramachandran, Padmanabhan and Pandya",198155.32,2025-08-19,2025-10-03,,0,pending,Gulbarga,wholesaler,Net 45,medium,raw materials
5453,43,355,INV-15453,Bose Group,596674.35,2025-06-04,2025-07-19,,0,pending,Vellore,retailer,Net 45,medium,retail order
5454,17,490,INV-15454,"Goswami, Toor and Dhaliwal",115845.99,2026-03-30,2026-04-14,,18,overdue,Naihati,local shop,Net 15,high,export order
5455,36,61,INV-15455,Sengupta and Sons,841860.79,2026-03-11,2026-04-25,2026-04-02,0,paid,Rajpur Sonarpur,retailer,Net 45,low,raw materials
5456,9,349,INV-15456,Nayak and Sons,397340.1,2025-05-16,2025-06-30,2025-06-16,0,paid,Tumkur,wholesaler,Net 45,medium,wholesale order
5457,19,236,INV-15457,Loke Group,989949.32,2025-09-28,2025-10-13,2025-10-12,0,paid,Loni,retailer,Net 15,medium,retail order
5458,23,335,INV-15458,Ramachandran and Sons,649805.9,2025-11-11,2025-12-11,2025-11-16,0,paid,Nangloi Jat,wholesaler,Net 30,low,retail order
5459,18,220,INV-15459,Devan-Rajagopal,981722.16,2026-01-13,2026-02-27,,42,overdue,Anand,corporate,Net 45,high,raw materials
5460,13,183,INV-15460,"Hegde, Dua and Kumar",757875.6,2025-07-12,2025-08-26,,227,overdue,Bijapur,retailer,Net 45,high,export order
5461,20,341,INV-15461,Gole-Narang,703673.08,2025-07-17,2025-08-01,,252,overdue,Kanpur,local shop,Net 15,high,export order
5462,3,223,INV-15462,Padmanabhan PLC,799773.35,2026-02-26,2026-03-13,,0,pending,Satara,wholesaler,Net 15,low,retail order
5463,12,409,INV-15463,Yadav Ltd,730714.62,2026-03-05,2026-04-04,,0,pending,Mehsana,distributor,Net 30,medium,wholesale order
5464,24,458,INV-15464,"Dani, Johal and Patel",137525.32,2025-10-24,2025-12-23,2025-11-05,0,paid,Amaravati,distributor,Net 60,low,export order
5465,14,417,INV-15465,Puri Inc,696135.54,2026-02-01,2026-02-16,,0,pending,Latur,wholesaler,Net 15,high,raw materials
5466,27,31,INV-15466,"Jaggi, Dora and De",900315.46,2026-04-05,2026-06-04,,0,pending,Ambala,wholesaler,Net 60,high,export order
5467,26,342,INV-15467,"Bahri, Borra and Sidhu",551973.92,2025-04-19,2025-06-03,,0,pending,Vasai-Virar,local shop,Net 45,medium,export order
5468,36,50,INV-15468,"Wable, Suri and Gara",137012.46,2025-07-06,2025-09-04,,0,pending,Ahmedabad,distributor,Net 60,low,wholesale order
5469,11,94,INV-15469,Lall Group,562598.09,2025-07-27,2025-09-10,2025-08-12,0,paid,Howrah,local shop,Net 45,medium,retail order
5470,48,188,INV-15470,"Ratta, Lal and Basak",785925.84,2025-05-02,2025-07-01,,0,pending,Kirari Suleman Nagar,distributor,Net 60,low,raw materials
5471,9,88,INV-15471,"Joshi, Chandran and Vora",96528.97,2025-11-17,2025-12-17,,0,pending,Kakinada,distributor,Net 30,medium,export order
5472,21,282,INV-15472,"Bhatnagar, Devan and Som",46079.61,2026-02-04,2026-04-05,2026-04-15,10,paid,Panipat,distributor,Net 60,medium,raw materials
5473,44,253,INV-15473,Saini PLC,780035.0,2025-08-21,2025-10-20,,0,pending,Tenali,retailer,Net 60,medium,retail order
5474,38,59,INV-15474,Dugal-Pandey,379702.29,2025-09-30,2025-10-15,2025-10-27,12,paid,Dehradun,local shop,Net 15,medium,raw materials
5475,11,351,INV-15475,"Vohra, Chaudhari and Chada",606868.51,2026-03-31,2026-05-15,,0,pending,Chittoor,local shop,Net 45,low,wholesale order
5476,27,432,INV-15476,Luthra PLC,274712.63,2026-03-15,2026-05-14,,0,pending,Thoothukudi,retailer,Net 60,low,retail order
5477,13,381,INV-15477,"Sengupta, Dave and Mall",786625.25,2025-06-09,2025-07-24,,260,overdue,Mehsana,wholesaler,Net 45,low,wholesale order
5478,7,215,INV-15478,"Khosla, Deshmukh and Dara",893037.94,2025-05-11,2025-07-10,,0,pending,Malda,distributor,Net 60,low,raw materials
5479,43,138,INV-15479,Kalita-Chad,318360.97,2025-08-04,2025-09-18,2025-11-06,49,paid,Gulbarga,local shop,Net 45,high,wholesale order
5480,27,217,INV-15480,Shanker-Parsa,698194.55,2025-08-17,2025-09-16,,206,overdue,Amaravati,corporate,Net 30,medium,raw materials
5481,29,365,INV-15481,Reddy-Sawhney,876697.8,2025-10-06,2025-12-05,,126,overdue,Hazaribagh,distributor,Net 60,low,raw materials
5482,45,139,INV-15482,"Khare, Krishna and Natarajan",292973.47,2026-02-26,2026-03-13,,0,pending,Faridabad,distributor,Net 15,high,wholesale order
5483,1,315,INV-15483,"Sandal, Kale and Hegde",895333.83,2026-02-11,2026-02-26,2026-02-15,0,paid,Purnia,retailer,Net 15,low,raw materials
5484,13,18,INV-15484,Kari Inc,433759.1,2025-04-28,2025-05-13,,332,overdue,Tiruppur,retailer,Net 15,low,raw materials
5485,31,435,INV-15485,"Bajwa, Handa and Kaur",241815.53,2026-02-15,2026-03-17,,24,overdue,Katihar,local shop,Net 30,medium,raw materials
5486,48,432,INV-15486,Luthra PLC,326794.56,2025-06-09,2025-07-09,2025-06-10,0,paid,Thoothukudi,retailer,Net 30,low,raw materials
5487,22,67,INV-15487,Palla-Rama,257455.08,2025-06-16,2025-07-16,,268,overdue,Nagercoil,corporate,Net 30,low,retail order
5488,16,264,INV-15488,Khalsa-Choudhury,108666.38,2025-05-17,2025-07-01,,0,pending,Karnal,retailer,Net 45,high,retail order
5489,25,424,INV-15489,Chacko-Chandra,807483.35,2025-05-17,2025-06-01,,0,pending,Kanpur,corporate,Net 15,medium,wholesale order
5490,28,482,INV-15490,"Sood, Jhaveri and Sankaran",63742.66,2025-08-05,2025-08-20,,0,pending,Karawal Nagar,local shop,Net 15,medium,wholesale order
5491,11,70,INV-15491,Pandit-Ramanathan,739796.73,2025-05-15,2025-06-29,,285,overdue,Indore,retailer,Net 45,low,export order
5492,26,262,INV-15492,Varty-Arora,833344.57,2025-05-29,2025-07-28,,0,pending,Bally,local shop,Net 60,medium,wholesale order
5493,47,441,INV-15493,Rastogi Ltd,85981.84,2025-12-15,2026-01-29,,0,pending,Chandrapur,retailer,Net 45,low,raw materials
5494,28,236,INV-15494,Loke Group,580599.12,2025-09-08,2025-11-07,,0,pending,Loni,retailer,Net 60,medium,wholesale order
5495,34,67,INV-15495,Palla-Rama,146105.48,2026-02-07,2026-02-22,,47,overdue,Nagercoil,corporate,Net 15,low,retail order
5496,36,278,INV-15496,"Chokshi, Acharya and Dhar",940085.83,2025-10-19,2025-11-03,,158,overdue,Bhagalpur,corporate,Net 15,low,wholesale order
5497,1,327,INV-15497,Konda LLC,145117.26,2025-12-19,2026-02-17,,0,pending,Parbhani,retailer,Net 60,medium,raw materials
5498,7,147,INV-15498,"Dugal, Guha and Goswami",336100.83,2025-06-07,2025-08-06,2025-09-30,55,paid,Eluru,retailer,Net 60,high,export order
5499,5,481,INV-15499,Barman-Mohan,404782.63,2025-08-23,2025-09-22,,0,pending,Tiruppur,local shop,Net 30,low,export order
5500,12,280,INV-15500,Kanda Inc,570206.16,2025-06-05,2025-07-20,,264,overdue,Kanpur,retailer,Net 45,medium,raw materials
5501,43,373,INV-15501,Kara Inc,12721.65,2026-01-16,2026-03-02,2026-03-10,8,paid,Sonipat,wholesaler,Net 45,high,raw materials
5502,43,142,INV-15502,Patla-Aurora,645938.06,2025-08-05,2025-10-04,2025-10-04,0,paid,Howrah,wholesaler,Net 60,medium,retail order
5503,39,428,INV-15503,"Mitra, Uppal and Gokhale",303133.52,2026-03-31,2026-05-15,,28,overdue,Nagpur,retailer,Net 45,low,retail order
5504,44,18,INV-15504,Kari Inc,776435.44,2025-05-24,2025-07-23,2025-07-20,0,paid,Tiruppur,retailer,Net 60,low,export order
5505,22,494,INV-15505,Grewal Ltd,787092.6,2025-08-19,2025-10-03,2025-10-24,21,paid,Firozabad,corporate,Net 45,high,wholesale order
5506,23,348,INV-15506,Loke LLC,559108.91,2025-08-23,2025-09-22,,0,pending,Raurkela Industrial Township,local shop,Net 30,medium,retail order
5507,44,351,INV-15507,"Vohra, Chaudhari and Chada",278395.12,2026-03-10,2026-05-09,2026-04-26,0,paid,Chittoor,local shop,Net 60,low,wholesale order
5508,22,252,INV-15508,"Vala, Shah and Kakar",237118.55,2025-05-11,2025-05-26,,0,pending,Medininagar,wholesaler,Net 15,high,export order
5509,38,135,INV-15509,"Ramakrishnan, Kalla and Batta",626570.35,2026-03-02,2026-04-01,,0,pending,Dharmavaram,wholesaler,Net 30,low,raw materials
5510,16,473,INV-15510,Kanda-Sodhi,473430.74,2025-06-16,2025-08-15,,0,pending,Amaravati,local shop,Net 60,medium,wholesale order
5511,31,179,INV-15511,"Chadha, Kapadia and Guha",589831.66,2025-08-23,2025-09-22,,0,pending,Patiala,distributor,Net 30,medium,raw materials
5512,24,408,INV-15512,Mahal-Borde,442013.27,2026-03-06,2026-03-21,2026-03-19,0,paid,Nanded,distributor,Net 15,medium,wholesale order
5513,25,90,INV-15513,Hari Group,221550.32,2026-02-20,2026-04-06,,0,pending,Eluru,wholesaler,Net 45,medium,wholesale order
5514,34,87,INV-15514,"Madan, Ravel and Goel",552560.83,2026-01-13,2026-01-28,,72,overdue,Machilipatnam,distributor,Net 15,medium,raw materials
5515,45,44,INV-15515,Parmar-Naidu,340294.92,2025-08-18,2025-10-17,2025-11-18,32,paid,Panipat,distributor,Net 60,medium,wholesale order
5516,36,255,INV-15516,Virk Group,828249.45,2025-07-05,2025-08-04,2025-07-31,0,paid,Hazaribagh,local shop,Net 30,medium,retail order
5517,25,439,INV-15517,Grewal-Kanda,224820.75,2026-03-15,2026-03-30,2026-05-10,41,paid,Kanpur,distributor,Net 15,high,raw materials
5518,30,354,INV-15518,"Kade, Ramanathan and Jha",790953.24,2025-09-06,2025-11-05,,156,overdue,Vasai-Virar,corporate,Net 60,high,raw materials
5519,21,91,INV-15519,"Kadakia, Kala and Agate",358798.13,2025-11-23,2025-12-08,,123,overdue,Srinagar,distributor,Net 15,medium,export order
5520,35,65,INV-15520,"Prabhu, Divan and Chacko",83650.17,2025-08-28,2025-09-27,,195,overdue,Kottayam,corporate,Net 30,medium,retail order
5521,2,187,INV-15521,Vala Inc,61115.25,2025-09-01,2025-10-01,2025-09-28,0,paid,Darbhanga,corporate,Net 30,low,raw materials
5522,5,465,INV-15522,Gade-Rama,640689.26,2026-01-19,2026-03-05,,0,pending,Karimnagar,wholesaler,Net 45,high,retail order
5523,4,319,INV-15523,Nair-Sandhu,351554.8,2025-12-15,2025-12-30,2026-03-26,86,paid,Siwan,wholesaler,Net 15,high,raw materials
5524,16,173,INV-15524,Reddy-Vora,439504.54,2025-10-31,2025-11-30,2025-11-22,0,paid,Gangtok,distributor,Net 30,medium,retail order
5525,50,473,INV-15525,Kanda-Sodhi,357913.74,2025-12-04,2026-01-18,,82,overdue,Amaravati,local shop,Net 45,medium,export order
5526,24,368,INV-15526,"Dora, Sidhu and Dhar",931754.47,2025-10-31,2025-11-30,,0,pending,Rajahmundry,distributor,Net 30,high,retail order
5527,32,175,INV-15527,"Mahal, Ranganathan and Chada",2288.08,2025-07-02,2025-08-16,,0,pending,Raiganj,retailer,Net 45,medium,retail order
5528,35,177,INV-15528,Ranganathan Group,191286.73,2025-12-25,2026-02-23,,0,pending,Bahraich,retailer,Net 60,high,raw materials
5529,47,195,INV-15529,"Chowdhury, Sachdev and Madan",949159.13,2025-05-12,2025-05-27,,318,overdue,Rohtak,local shop,Net 15,high,export order
5530,32,470,INV-15530,Pathak-Padmanabhan,141464.91,2025-07-09,2025-09-07,,0,pending,Mangalore,wholesaler,Net 60,high,retail order
5531,25,289,INV-15531,Srinivas-Pathak,877155.4,2026-02-02,2026-03-04,,0,pending,Ichalkaranji,local shop,Net 30,medium,export order
5532,20,161,INV-15532,Sanghvi Group,427412.21,2025-10-09,2025-10-24,,168,overdue,Morena,distributor,Net 15,high,wholesale order
5533,34,140,INV-15533,Ben PLC,416533.29,2026-03-22,2026-05-21,2026-06-14,24,paid,Silchar,corporate,Net 60,medium,raw materials
5534,27,485,INV-15534,Thaker-Nori,429463.12,2025-05-28,2025-06-12,,302,overdue,Kanpur,wholesaler,Net 15,high,retail order
5535,38,121,INV-15535,Sastry-Dar,193709.65,2025-11-07,2025-12-07,2026-01-28,52,paid,South Dumdum,distributor,Net 30,high,wholesale order
5536,44,446,INV-15536,"Ben, Dara and Chandra",218208.36,2025-07-28,2025-09-26,,0,pending,Haridwar,corporate,Net 60,low,raw materials
5537,9,36,INV-15537,"Madan, Nadig and Divan",792812.65,2025-08-27,2025-09-11,,211,overdue,Nellore,retailer,Net 15,medium,raw materials
5538,28,70,INV-15538,Pandit-Ramanathan,928073.37,2025-08-18,2025-10-02,,0,pending,Indore,retailer,Net 45,low,retail order
5539,4,407,INV-15539,"Dugar, Rama and Tara",342423.67,2025-12-05,2026-02-03,2025-12-17,0,paid,Jaipur,wholesaler,Net 60,low,raw materials
5540,23,486,INV-15540,"Borde, Dua and Edwin",410816.45,2025-04-22,2025-06-06,,308,overdue,Raebareli,retailer,Net 45,low,wholesale order
5541,5,2,INV-15541,Peri Ltd,157311.44,2025-07-15,2025-08-29,,0,pending,Mango,retailer,Net 45,high,retail order
5542,46,242,INV-15542,Patla-Raj,931663.01,2025-11-10,2026-01-09,,91,overdue,Mangalore,corporate,Net 60,medium,export order
5543,29,393,INV-15543,Shankar Ltd,451874.11,2025-08-03,2025-09-02,2025-10-19,47,paid,Gopalpur,local shop,Net 30,high,raw materials
5544,6,444,INV-15544,Pradhan-Vaidya,569833.5,2025-10-16,2025-12-15,2026-01-18,34,paid,Hazaribagh,corporate,Net 60,medium,raw materials
5545,25,95,INV-15545,Apte-Shenoy,282763.37,2025-10-17,2025-11-01,,160,overdue,Jorhat,wholesaler,Net 15,high,export order
5546,24,93,INV-15546,"Varma, Sekhon and Rajagopal",844622.22,2025-12-06,2026-02-04,,65,overdue,Orai,distributor,Net 60,high,retail order
5547,1,17,INV-15547,Pandit Group,971107.0,2026-04-05,2026-04-20,,0,pending,Tirupati,retailer,Net 15,low,wholesale order
5548,23,122,INV-15548,Ratta-Barad,546309.77,2026-03-24,2026-04-08,,0,pending,Motihari,distributor,Net 15,high,wholesale order
5549,9,95,INV-15549,Apte-Shenoy,478399.86,2025-04-14,2025-05-29,2025-07-01,33,paid,Jorhat,wholesaler,Net 45,high,retail order
5550,4,343,INV-15550,"Konda, Kota and Bhavsar",564648.32,2025-09-19,2025-11-18,,0,pending,Mysore,local shop,Net 60,low,wholesale order
5551,31,250,INV-15551,Sastry-Iyengar,38744.4,2026-01-19,2026-02-18,,51,overdue,Chandrapur,wholesaler,Net 30,medium,raw materials
5552,39,339,INV-15552,Gokhale-Kothari,711344.02,2025-07-28,2025-08-27,,0,pending,Bhilwara,distributor,Net 30,medium,retail order
5553,2,179,INV-15553,"Chadha, Kapadia and Guha",450642.59,2026-01-31,2026-04-01,,0,pending,Patiala,distributor,Net 60,medium,export order
5554,27,411,INV-15554,Dube-Banik,627406.58,2026-03-12,2026-03-27,,14,overdue,Belgaum,wholesaler,Net 15,high,raw materials
5555,45,311,INV-15555,Borra Inc,566923.07,2025-04-28,2025-05-13,,0,pending,Hubli–Dharwad,corporate,Net 15,medium,retail order
5556,21,39,INV-15556,"Chanda, Nadig and Garde",267752.94,2026-04-06,2026-06-05,2026-04-18,0,paid,Cuttack,corporate,Net 60,medium,raw materials
5557,12,437,INV-15557,Kapoor-Tank,529516.37,2025-04-26,2025-05-26,,319,overdue,Bally,local shop,Net 30,low,wholesale order
5558,40,345,INV-15558,Bobal Inc,326808.71,2025-06-05,2025-08-04,,0,pending,Panvel,wholesaler,Net 60,medium,raw materials
5559,4,118,INV-15559,"Hegde, Mitra and Krishna",868638.29,2026-01-01,2026-03-02,,0,pending,Srikakulam,retailer,Net 60,low,wholesale order
5560,7,73,INV-15560,Vaidya-Nagar,166949.63,2025-11-17,2026-01-01,,99,overdue,Amroha,wholesaler,Net 45,medium,export order
5561,10,69,INV-15561,Sampath and Sons,451593.4,2025-07-20,2025-09-18,,0,pending,Panipat,local shop,Net 60,high,raw materials
5562,40,341,INV-15562,Gole-Narang,574532.2,2025-09-20,2025-11-19,,142,overdue,Kanpur,local shop,Net 60,high,retail order
5563,19,147,INV-15563,"Dugal, Guha and Goswami",7930.03,2025-06-11,2025-08-10,,243,overdue,Eluru,retailer,Net 60,high,wholesale order
5564,12,247,INV-15564,"Narasimhan, Sengupta and Mall",112621.47,2026-01-12,2026-02-11,2026-01-16,0,paid,Salem,local shop,Net 30,medium,wholesale order
5565,46,221,INV-15565,"Chakrabarti, Bala and Chaudhari",86064.63,2026-01-24,2026-03-10,2026-03-20,10,paid,Nadiad,distributor,Net 45,medium,export order
5566,7,341,INV-15566,Gole-Narang,707821.71,2025-09-11,2025-10-11,2026-01-07,88,paid,Kanpur,local shop,Net 30,high,raw materials
5567,45,289,INV-15567,Srinivas-Pathak,378073.25,2025-10-18,2025-11-02,,159,overdue,Ichalkaranji,local shop,Net 15,medium,wholesale order
5568,49,468,INV-15568,Jani-Khatri,983777.56,2025-04-30,2025-06-29,2025-07-23,24,paid,Aurangabad,distributor,Net 60,medium,raw materials
5569,2,42,INV-15569,Roy-Thakur,780937.28,2025-12-08,2026-02-06,,0,pending,Korba,retailer,Net 60,medium,wholesale order
5570,41,200,INV-15570,"Mall, Banik and Butala",778115.33,2026-01-07,2026-02-06,,0,pending,Bhiwani,corporate,Net 30,high,wholesale order
5571,15,386,INV-15571,Dugal PLC,298756.56,2026-04-07,2026-05-22,,7,overdue,Nagercoil,corporate,Net 45,low,wholesale order
5572,4,249,INV-15572,Bahri Group,506505.82,2025-12-30,2026-01-29,,0,pending,Hajipur,local shop,Net 30,medium,retail order
5573,6,120,INV-15573,"Bandi, Ramanathan and Thakkar",521643.18,2025-12-31,2026-01-30,,70,overdue,Chinsurah,local shop,Net 30,high,export order
5574,8,327,INV-15574,Konda LLC,827396.98,2025-06-26,2025-08-10,2025-07-03,0,paid,Parbhani,retailer,Net 45,medium,retail order
5575,3,429,INV-15575,"Nadkarni, Anand and Pradhan",764323.9,2025-12-18,2026-02-01,,0,pending,Bhagalpur,distributor,Net 45,low,retail order
5576,11,168,INV-15576,Warrior LLC,200324.39,2025-07-31,2025-08-15,2025-08-18,3,paid,Aligarh,local shop,Net 15,medium,export order
5577,8,171,INV-15577,"Kara, Varughese and Babu",190855.24,2025-08-30,2025-10-14,2025-09-24,0,paid,Jodhpur,distributor,Net 45,medium,raw materials
5578,32,343,INV-15578,"Konda, Kota and Bhavsar",412571.31,2026-03-26,2026-05-25,,0,pending,Mysore,local shop,Net 60,low,retail order
5579,7,269,INV-15579,"Parikh, Dave and Mann",568244.38,2025-12-07,2025-12-22,,109,overdue,Shimla,local shop,Net 15,low,export order
5580,28,19,INV-15580,Bose Ltd,659693.48,2025-05-31,2025-07-15,,0,pending,Alappuzha,corporate,Net 45,low,wholesale order
5581,41,35,INV-15581,"Bhattacharyya, Mani and Varghese",269115.22,2026-02-15,2026-03-17,,0,pending,South Dumdum,local shop,Net 30,medium,wholesale order
5582,40,3,INV-15582,Kata-Samra,799472.04,2026-03-11,2026-04-10,2026-04-18,8,paid,Warangal,wholesaler,Net 30,medium,retail order
5583,8,22,INV-15583,Manda Group,182625.36,2026-03-17,2026-04-16,,0,pending,Visakhapatnam,distributor,Net 30,low,export order
5584,48,34,INV-15584,Bahri Group,680441.01,2025-10-27,2025-12-11,,120,overdue,Ambala,corporate,Net 45,low,raw materials
5585,39,393,INV-15585,Shankar Ltd,8421.19,2026-01-09,2026-01-24,,0,pending,Gopalpur,local shop,Net 15,high,raw materials
5586,43,188,INV-15586,"Ratta, Lal and Basak",30133.8,2025-07-23,2025-08-22,2025-08-19,0,paid,Kirari Suleman Nagar,distributor,Net 30,low,raw materials
5587,19,205,INV-15587,Tata-Karnik,697425.14,2026-01-28,2026-03-14,2026-03-02,0,paid,Udaipur,wholesaler,Net 45,low,export order
5588,3,298,INV-15588,Doshi-Tata,810685.25,2025-07-18,2025-08-17,,236,overdue,Allahabad,corporate,Net 30,low,export order
5589,50,183,INV-15589,"Hegde, Dua and Kumar",998186.8,2025-08-13,2025-08-28,,225,overdue,Bijapur,retailer,Net 15,high,export order
5590,5,248,INV-15590,"Devan, Mody and Aggarwal",229049.53,2025-11-19,2025-12-04,,127,overdue,Nadiad,retailer,Net 15,medium,export order
5591,48,226,INV-15591,"Pathak, Aurora and Som",977803.25,2025-07-15,2025-08-14,,0,pending,Darbhanga,local shop,Net 30,high,retail order
5592,2,156,INV-15592,Kannan-Dugar,851279.12,2026-03-06,2026-04-05,,0,pending,Bidar,distributor,Net 30,low,export order
5593,5,494,INV-15593,Grewal Ltd,34430.73,2026-01-15,2026-03-16,,25,overdue,Firozabad,corporate,Net 60,high,export order
5594,31,170,INV-15594,Sundaram Inc,121674.61,2026-01-21,2026-02-05,,0,pending,Gorakhpur,corporate,Net 15,medium,raw materials
5595,22,480,INV-15595,Chaudhari and Sons,785585.1,2025-04-18,2025-05-03,,342,overdue,Uluberia,distributor,Net 15,high,export order
5596,36,323,INV-15596,Choudhury Group,319148.02,2026-03-18,2026-05-02,2026-04-14,0,paid,Chennai,retailer,Net 45,low,export order
5597,44,390,INV-15597,Sachdev-Dhillon,571790.36,2026-01-11,2026-03-12,,29,overdue,South Dumdum,wholesaler,Net 60,low,wholesale order
5598,31,308,INV-15598,Menon PLC,249462.78,2025-12-28,2026-02-11,2026-02-10,0,paid,Tinsukia,retailer,Net 45,low,wholesale order
5599,35,291,INV-15599,"Jani, Bhagat and Sodhi",532988.32,2026-03-05,2026-04-19,,0,pending,Orai,wholesaler,Net 45,low,export order
5600,10,3,INV-15600,Kata-Samra,613691.8,2025-09-20,2025-10-05,,0,pending,Warangal,wholesaler,Net 15,medium,wholesale order
5601,42,422,INV-15601,"Hayre, Ganesan and Mahajan",115647.8,2025-08-07,2025-09-21,2025-10-15,24,paid,Panvel,wholesaler,Net 45,high,export order
5602,2,152,INV-15602,"Ramachandran, Padmanabhan and Pandya",122799.85,2025-07-15,2025-07-30,2025-07-17,0,paid,Gulbarga,wholesaler,Net 15,medium,export order
5603,10,39,INV-15603,"Chanda, Nadig and Garde",462816.87,2025-10-24,2025-12-23,,108,overdue,Cuttack,corporate,Net 60,medium,wholesale order
5604,1,219,INV-15604,Sabharwal LLC,532671.75,2025-11-17,2025-12-17,,114,overdue,Jalna,distributor,Net 30,high,raw materials
5605,13,484,INV-15605,Dhingra-Wagle,663715.06,2025-10-01,2025-11-15,,0,pending,Rajahmundry,local shop,Net 45,medium,export order
5606,41,172,INV-15606,Parsa-Viswanathan,882509.92,2025-05-31,2025-06-15,,0,pending,Gopalpur,local shop,Net 15,low,export order
5607,14,327,INV-15607,Konda LLC,443349.54,2026-01-02,2026-01-17,,0,pending,Parbhani,retailer,Net 15,medium,retail order
5608,22,173,INV-15608,Reddy-Vora,628393.07,2025-06-10,2025-06-25,2025-06-16,0,paid,Gangtok,distributor,Net 15,medium,export order
5609,28,416,INV-15609,"Tandon, Andra and Walia",592375.31,2025-05-16,2025-07-15,2025-08-27,43,paid,Nandyal,corporate,Net 60,medium,retail order
5610,48,343,INV-15610,"Konda, Kota and Bhavsar",609477.36,2026-02-12,2026-03-29,2026-02-16,0,paid,Mysore,local shop,Net 45,low,retail order
5611,13,419,INV-15611,"Char, Aurora and Sampath",249753.15,2025-11-11,2025-12-11,,120,overdue,Vasai-Virar,corporate,Net 30,low,export order
5612,1,146,INV-15612,Mody and Sons,473658.97,2025-12-24,2026-01-23,,0,pending,Malda,local shop,Net 30,medium,raw materials
5613,46,25,INV-15613,Krishnamurthy-Hora,401318.21,2025-07-23,2025-08-22,,0,pending,Amroha,wholesaler,Net 30,medium,wholesale order
5614,37,454,INV-15614,Prasad-Ratta,865287.34,2026-04-06,2026-05-21,,13,overdue,Ajmer,retailer,Net 45,medium,wholesale order
5615,48,327,INV-15615,Konda LLC,186885.42,2026-02-09,2026-02-24,,0,pending,Parbhani,retailer,Net 15,medium,export order
5616,45,241,INV-15616,Rastogi-Mohanty,632071.49,2025-10-29,2025-12-28,,103,overdue,Pallavaram,retailer,Net 60,high,retail order
5617,38,71,INV-15617,Pal PLC,647504.2,2025-08-07,2025-09-21,,201,overdue,Bahraich,retailer,Net 45,low,export order
5618,14,309,INV-15618,Puri-Raja,883909.37,2025-07-23,2025-08-07,,0,pending,Kanpur,local shop,Net 15,low,export order
5619,41,480,INV-15619,Chaudhari and Sons,435744.55,2025-05-14,2025-06-28,,286,overdue,Uluberia,distributor,Net 45,high,wholesale order
